BUKRS,BELNR,GJAHR,BUZEI,BUZID,AUGDT,AUGCP,AUGBL,BSCHL,KOART,UMSKZ,UMSKS,ZUMSK,SHKZG,GSBER,PARGB,MWSKZ,WRBTR,KZBTR,PSWBT,PSWSL,AUFNR,VBELN,SAKNR,LIFNR,EBELN,EBELP,MATNR,WERKS,_BKPF_STBLG,KOSTL,MENGE,MEINS,SPGRP,SPGRM,SPGRT,SPGRG,SPGRV,SPGRQ,HKONT,_BKPF_BLART,_BKPF_BUDAT,_BKPF_MONTH,_BKPF_CPUDT,_BKPF_CPUTM,_BKPF_AEDAT,_BKPF_TCODE,_BKPF_WAERS,_BKPF_AWTYP,_BKPF_AWKEY
ABC12,5900065599,2019,1,,11.12.2019,10.12.2019,6005263906,31,K,,,,H,,,**,"     5.209,00",,,EUR,,,,14033787,,,,,,,,,,,,,,,7500000,KN,20191113,,20191113,11:24:14 AM,,FBVB,EUR,BKPF,5900065599ABC052020
ABC12,5900065598,2019,3,T,,,,40,S,,,,S,,,H9,"       922,74",,,EUR,,,,,,,,,,,,,,,,,,,7160500,KN,20191113,,20191113,11:07:23 AM,,FBVB,EUR,BKPF,5900065598ABC052020
ABC12,5900065598,2019,2,,,,,40,S,,,,S,,,H9,"     6.345,41",,,EUR,,,,,,,,,,ABC05000022,,,,,,,,,2830900,KN,20191113,,20191113,11:07:23 AM,,FBVB,EUR,BKPF,5900065598ABC052020
XYZ13,5900080108,2020,3,T,,,,40,S,,,,S,,,R2,"      167,89",,,CAD,,,,,,,,,,,,,,,,,,,7170700,KN,20200331,,20200402,1:20:44 PM,,FBVB,CAD,BKPF,5900080108XYZ502020
XYZ13,5900080108,2020,2,,,,,40,S,,,,S,,,R2,"   56.814,00",,,CAD,,,,,,,,,,XYZ50000069,,,,,,,,,2630029,KN,20200331,,20200402,1:20:44 PM,,FBVB,CAD,BKPF,5900080108XYZ502020
XYZ13,5900080108,2020,1,,29.04.2020,27.04.2020,6000565506,31,K,,,,H,,,**,"   57.046,89",,,CAD,,,,14073630,,,,,,,,,,,,,,,7500000,KN,20200331,,20200402,1:20:44 PM,,FBVB,CAD,BKPF,5900080108XYZ502020
XYZ13,5900080941,2020,3,T,,,,40,S,,,,S,,,R2,"       71,53",,,CAD,,,,,,,,,,,,,,,,,,,7170700,KN,20200330,,20200331,3:46:04 PM,,FBVB,CAD,BKPF,5900080941XYZ502020
XYZ13,5900080941,2020,2,,,,,40,S,,,,S,,,R2,"      267,97",,,CAD,,,,,,,,,,XYZ50000087,,,,,,,,,2630029,KN,20200330,,20200331,3:46:04 PM,,FBVB,CAD,BKPF,5900080941XYZ502020
XYZ13,5900080941,2020,1,,24.04.2020,22.04.2020,6000560414,31,K,,,,H,,,**,"      294,25",,,CAD,,,,14073768,,,,,,,,,,,,,,,7500000,KN,20200330,,20200331,3:46:04 PM,,FBVB,CAD,BKPF,5900080941XYZ502020
XYZ13,5900080938,2020,2,,,,,40,S,,,,S,,,E1,"    6.900,00",,,CAD,,,,,,,,,,XYZ50000578,,,,,,,,,2439500,KN,20200327,,20200330,1:22:31 AM,,FBVB,CAD,BKPF,5900080938XYZ502020
XYZ13,5900080938,2020,1,,02.04.2020,31.03.2020,6000560804,31,K,,,,H,,,**,"    6.900,00",,,CAD,,,,14039269,,,,,,,,,,,,,,,7500000,KN,20200327,,20200330,1:22:31 AM,,FBVB,CAD,BKPF,5900080938XYZ502020
XYZ13,5900080937,2020,3,T,,,,40,S,,,,S,,,R2,"      880,00",,,CAD,,,,,,,,,,,,,,,,,,,7170700,KN,20200327,,20200401,1:07:34 AM,,FBVB,CAD,BKPF,5900080937XYZ502020
XYZ13,5900080937,2020,2,,,,,40,S,,,,S,,,R2,"    3.300,00",,,CAD,,,,,,,,,,XYZ50000087,,,,,,,,,2630029,KN,20200327,,20200401,1:07:34 AM,,FBVB,CAD,BKPF,5900080937XYZ502020
XYZ13,5900080937,2020,1,,24.04.2020,22.04.2020,6000560411,31,K,,,,H,,,**,"    4.680,00",,,CAD,,,,14073630,,,,,,,,,,,,,,,7500000,KN,20200327,,20200401,1:07:34 AM,,FBVB,CAD,BKPF,5900080937XYZ502020
XYZ13,5900080935,2020,5,T,,,,40,S,,,,S,,,R2,"        0,72",,,CAD,,,,,,,,,,,,,,,,,,,7170700,KN,20200327,,20200330,2:30:09 AM,,FBVB,CAD,BKPF,5900080935XYZ502020
XYZ13,5900080935,2020,4,T,,,,40,S,,,,S,,,R7,"       86,42",,,CAD,,,,,,,,,,,,,,,,,,,7170700,KN,20200327,,20200330,2:30:09 AM,,FBVB,CAD,BKPF,5900080935XYZ502020
XYZ13,5900080935,2020,3,,,,,40,S,,,,S,,,R2,"        2,79",,,CAD,,,,,,,,,,XYZ50000087,,,,,,,,,2630029,KN,20200327,,20200330,2:30:09 AM,,FBVB,CAD,BKPF,5900080935XYZ502020
XYZ13,5900080935,2020,2,,,,,40,S,,,,S,,,R7,"      455,02",,,CAD,,,,,,,,,,XYZ50000087,,,,,,,,,2630029,KN,20200327,,20200330,2:30:09 AM,,FBVB,CAD,BKPF,5900080935XYZ502020
XYZ13,5900080935,2020,1,,24.04.2020,22.04.2020,6000560418,31,K,,,,H,,,**,"      415,21",,,CAD,,,,14072386,,,,,,,,,,,,,,,7500000,KN,20200327,,20200330,2:30:09 AM,,FBVB,CAD,BKPF,5900080935XYZ502020
XYZ13,5900080930,2020,3,T,,,,40,S,,,,S,,,R2,"    5.498,21",,,CAD,,,,,,,,,,,,,,,,,,,7170700,KN,20200327,,20200331,6:31:10 PM,,FBVB,CAD,BKPF,5900080930XYZ502020
XYZ13,5900080930,2020,2,,,,,40,S,,,,S,,,R2,"   74.575,61",,,CAD,,,,,,,,,,XYZ50000087,,,,,,,,,2630029,KN,20200327,,20200331,6:31:10 PM,,FBVB,CAD,BKPF,5900080930XYZ502020
XYZ13,5900080930,2020,1,,28.04.2020,24.04.2020,6000565099,31,K,,,,H,,,**,"   85.031,06",,,CAD,,,,14073768,,,,,,,,,,,,,,,7500000,KN,20200327,,20200331,6:31:10 PM,,FBVB,CAD,BKPF,5900080930XYZ502020
XYZ13,5900080921,2020,3,T,,,,40,S,,,,S,,,R2,"      165,85",,,CAD,,,,,,,,,,,,,,,,,,,7170700,KN,20200327,,20200330,2:47:21 AM,,FBVB,CAD,BKPF,5900080921XYZ502020
XYZ13,5900080921,2020,2,,,,,40,S,,,,S,,,R2,"   56.863,60",,,CAD,,,,,,,,,,XYZ50000087,,,,,,,,,2630029,KN,20200327,,20200330,2:47:21 AM,,FBVB,CAD,BKPF,5900080921XYZ502020
XYZ13,5900080921,2020,1,,24.04.2020,22.04.2020,6000560414,31,K,,,,H,,,**,"   57.084,15",,,CAD,,,,14073768,,,,,,,,,,,,,,,7500000,KN,20200327,,20200330,2:47:21 AM,,FBVB,CAD,BKPF,5900080921XYZ502020
XYZ13,5900080999,2020,3,T,,,,40,S,,,,S,,,R4,"      616,47",,,CAD,,,,,,,,,,,,,,,,,,,7170700,KN,20200326,,20200327,3:15:40 AM,,FBVB,CAD,BKPF,5900080999XYZ502020
XYZ13,5900080999,2020,2,,,,,40,S,,,,S,,,R4,"    6.066,90",,,CAD,,,,,,,,,,XYZ50000087,,,,,,,,,2630029,KN,20200326,,20200327,3:15:40 AM,,FBVB,CAD,BKPF,5900080999XYZ502020
XYZ13,5900080999,2020,1,,24.04.2020,22.04.2020,6000560412,31,K,,,,H,,,**,"    6.639,87",,,CAD,,,,14073638,,,,,,,,,,,,,,,7500000,KN,20200326,,20200327,3:15:40 AM,,FBVB,CAD,BKPF,5900080999XYZ502020
XYZ13,5900080998,2020,3,T,,,,40,S,,,,S,,,R4,"      268,70",,,CAD,,,,,,,,,,,,,,,,,,,7170700,KN,20200326,,20200327,7:54:53 AM,,FBVB,CAD,BKPF,5900080998XYZ502020
XYZ13,5900080998,2020,2,,,,,40,S,,,,S,,,R4,"    9.925,90",,,CAD,,,,,,,,,,XYZ50000087,,,,,,,,,2630029,KN,20200326,,20200327,7:54:53 AM,,FBVB,CAD,BKPF,5900080998XYZ502020
XYZ13,5900080998,2020,1,,24.04.2020,22.04.2020,6000560412,31,K,,,,H,,,**,"    1.649,30",,,CAD,,,,14073638,,,,,,,,,,,,,,,7500000,KN,20200326,,20200327,7:54:53 AM,,FBVB,CAD,BKPF,5900080998XYZ502020
XYZ13,5900080997,2020,3,T,,,,40,S,,,,S,,,R4,"       26,59",,,CAD,,,,,,,,,,,,,,,,,,,7170700,KN,20200326,,20200327,3:18:14 AM,,FBVB,CAD,BKPF,5900080997XYZ502020
XYZ13,5900080997,2020,2,,,,,40,S,,,,S,,,R4,"      999,00",,,CAD,,,,,,,,,,XYZ50000087,,,,,,,,,2630029,KN,20200326,,20200327,3:18:14 AM,,FBVB,CAD,BKPF,5900080997XYZ502020
XYZ13,5900080997,2020,1,,24.04.2020,22.04.2020,6000560412,31,K,,,,H,,,**,"      162,59",,,CAD,,,,14073638,,,,,,,,,,,,,,,7500000,KN,20200326,,20200327,3:18:14 AM,,FBVB,CAD,BKPF,5900080997XYZ502020
XYZ13,5900080996,2020,3,T,,,,40,S,,,,S,,,R4,"       98,06",,,CAD,,,,,,,,,,,,,,,,,,,7170700,KN,20200326,,20200327,3:16:10 AM,,FBVB,CAD,BKPF,5900080996XYZ502020
XYZ13,5900080996,2020,2,,,,,40,S,,,,S,,,R4,"      859,90",,,CAD,,,,,,,,,,XYZ50000087,,,,,,,,,2630029,KN,20200326,,20200327,3:16:10 AM,,FBVB,CAD,BKPF,5900080996XYZ502020
XYZ13,5900080996,2020,1,,24.04.2020,22.04.2020,6000560420,31,K,,,,H,,,**,"      814,96",,,CAD,,,,14073285,,,,,,,,,,,,,,,7500000,KN,20200326,,20200327,3:16:10 AM,,FBVB,CAD,BKPF,5900080996XYZ502020
XYZ13,5900080995,2020,3,T,,,,40,S,,,,S,,,R4,"       76,34",,,CAD,,,,,,,,,,,,,,,,,,,7170700,KN,20200326,,20200327,3:12:30 AM,,FBVB,CAD,BKPF,5900080995XYZ502020
XYZ13,5900080995,2020,2,,,,,40,S,,,,S,,,R4,"      697,00",,,CAD,,,,,,,,,,XYZ50000087,,,,,,,,,2630029,KN,20200326,,20200327,3:12:30 AM,,FBVB,CAD,BKPF,5900080995XYZ502020
XYZ13,5900080995,2020,1,,24.04.2020,22.04.2020,6000560420,31,K,,,,H,,,**,"      639,34",,,CAD,,,,14073285,,,,,,,,,,,,,,,7500000,KN,20200326,,20200327,3:12:30 AM,,FBVB,CAD,BKPF,5900080995XYZ502020
XYZ13,5900080990,2020,4,T,,,,40,S,,,,S,,,R5,"       75,66",,,CAD,,,,,,,,,,,,,,,,,,,7170630,KN,20200326,,20200327,7:47:50 AM,,FBVB,CAD,BKPF,5900080990XYZ502020
XYZ13,5900080990,2020,3,T,,,,40,S,,,,S,,,R5,"       59,19",,,CAD,,,,,,,,,,,,,,,,,,,7170700,KN,20200326,,20200327,7:47:50 AM,,FBVB,CAD,BKPF,5900080990XYZ502020
XYZ13,5900080990,2020,2,,,,,40,S,,,,S,,,R5,"      756,40",,,CAD,,,,,,,,,,XYZ50000087,,,,,,,,,2630029,KN,20200326,,20200327,7:47:50 AM,,FBVB,CAD,BKPF,5900080990XYZ502020
XYZ13,5900080990,2020,1,,24.04.2020,22.04.2020,6000560419,31,K,,,,H,,,**,"      794,22",,,CAD,,,,14072405,,,,,,,,,,,,,,,7500000,KN,20200326,,20200327,7:47:50 AM,,FBVB,CAD,BKPF,5900080990XYZ502020
XYZ13,5900080984,2020,3,T,,,,40,S,,,,S,,,R3,"       55,10",,,CAD,,,,,,,,,,,,,,,,,,,7170700,KN,20200326,,20200327,1:51:57 AM,,FBVB,CAD,BKPF,5900080984XYZ502020
XYZ13,5900080984,2020,2,,,,,40,S,,,,S,,,R3,"      683,68",,,CAD,,,,,,,,,,XYZ50000087,,,,,,,,,2630029,KN,20200326,,20200327,1:51:57 AM,,FBVB,CAD,BKPF,5900080984XYZ502020
XYZ13,5900080984,2020,1,,24.04.2020,22.04.2020,6000560413,31,K,,,,H,,,**,"      694,38",,,CAD,,,,14073756,,,,,,,,,,,,,,,7500000,KN,20200326,,20200327,1:51:57 AM,,FBVB,CAD,BKPF,5900080984XYZ502020
XYZ13,5900080983,2020,3,T,,,,40,S,,,,S,,,R2,"      885,70",,,CAD,,,,,,,,,,,,,,,,,,,7170700,KN,20200326,,20200327,3:01:47 AM,,FBVB,CAD,BKPF,5900080983XYZ502020
XYZ13,5900080983,2020,2,,,,,40,S,,,,S,,,R2,"    3.361,00",,,CAD,,,,,,,,,,XYZ50000563,,,,,,,,,2630029,KN,20200326,,20200327,3:01:47 AM,,FBVB,CAD,BKPF,5900080983XYZ502020
XYZ13,5900080983,2020,1,,24.04.2020,22.04.2020,6000560419,31,K,,,,H,,,**,"    4.612,70",,,CAD,,,,14072405,,,,,,,,,,,,,,,7500000,KN,20200326,,20200327,3:01:47 AM,,FBVB,CAD,BKPF,5900080983XYZ502020
XYZ13,5900080982,2020,3,T,,,,40,S,,,,S,,,R3,"       54,40",,,CAD,,,,,,,,,,,,,,,,,,,7170700,KN,20200326,,20200331,4:20:56 PM,,FBVB,CAD,BKPF,5900080982XYZ502020
XYZ13,5900080982,2020,2,,,,,40,S,,,,S,,,R3,"      869,31",,,CAD,,,,,,,,,,XYZ50000087,,,,,,,,,2630029,KN,20200326,,20200331,4:20:56 PM,,FBVB,CAD,BKPF,5900080982XYZ502020
XYZ13,5900080982,2020,1,,24.04.2020,22.04.2020,6000560413,31,K,,,,H,,,**,"      889,21",,,CAD,,,,14073756,,,,,,,,,,,,,,,7500000,KN,20200326,,20200331,4:20:56 PM,,FBVB,CAD,BKPF,5900080982XYZ502020
XYZ13,5900080981,2020,3,T,,,,40,S,,,,S,,,R4,"       88,97",,,CAD,,,,,,,,,,,,,,,,,,,7170700,KN,20200326,,20200327,3:14:21 AM,,FBVB,CAD,BKPF,5900080981XYZ502020
XYZ13,5900080981,2020,2,,,,,40,S,,,,S,,,R4,"      786,90",,,CAD,,,,,,,,,,XYZ50000087,,,,,,,,,2630029,KN,20200326,,20200327,3:14:21 AM,,FBVB,CAD,BKPF,5900080981XYZ502020
XYZ13,5900080981,2020,1,,24.04.2020,22.04.2020,6000560412,31,K,,,,H,,,**,"      732,07",,,CAD,,,,14073638,,,,,,,,,,,,,,,7500000,KN,20200326,,20200327,3:14:21 AM,,FBVB,CAD,BKPF,5900080981XYZ502020
XYZ13,5900080987,2020,3,T,,,,40,S,,,,S,,,R4,"       22,28",,,CAD,,,,,,,,,,,,,,,,,,,7170700,KN,20200326,,20200327,2:40:34 AM,,FBVB,CAD,BKPF,5900080987XYZ502020
XYZ13,5900080987,2020,2,,,,,40,S,,,,S,,,R4,"      943,00",,,CAD,,,,,,,,,,XYZ50000087,,,,,,,,,2630029,KN,20200326,,20200327,2:40:34 AM,,FBVB,CAD,BKPF,5900080987XYZ502020
XYZ13,5900080987,2020,1,,24.04.2020,22.04.2020,6000560420,31,K,,,,H,,,**,"      129,28",,,CAD,,,,14073285,,,,,,,,,,,,,,,7500000,KN,20200326,,20200327,2:40:34 AM,,FBVB,CAD,BKPF,5900080987XYZ502020
XYZ13,5900080986,2020,4,T,,,,40,S,,,,S,,,R5,"      603,73",,,CAD,,,,,,,,,,,,,,,,,,,7170630,KN,20200326,,20200327,7:07:49 AM,,FBVB,CAD,BKPF,5900080986XYZ502020
XYZ13,5900080986,2020,3,T,,,,40,S,,,,S,,,R5,"      508,89",,,CAD,,,,,,,,,,,,,,,,,,,7170700,KN,20200326,,20200327,7:07:49 AM,,FBVB,CAD,BKPF,5900080986XYZ502020
XYZ13,5900080986,2020,2,,,,,40,S,,,,S,,,R5,"    6.034,00",,,CAD,,,,,,,,,,XYZ50000087,,,,,,,,,2630029,KN,20200326,,20200327,7:07:49 AM,,FBVB,CAD,BKPF,5900080986XYZ502020
XYZ13,5900080986,2020,1,,24.04.2020,22.04.2020,6000560419,31,K,,,,H,,,**,"    6.805,37",,,CAD,,,,14072405,,,,,,,,,,,,,,,7500000,KN,20200326,,20200327,7:07:49 AM,,FBVB,CAD,BKPF,5900080986XYZ502020
XYZ13,5900080985,2020,3,T,,,,40,S,,,,S,,,R2,"       28,09",,,CAD,,,,,,,,,,,,,,,,,,,7170700,KN,20200326,,20200327,2:35:28 AM,,FBVB,CAD,BKPF,5900080985XYZ502020
XYZ13,5900080985,2020,2,,,,,40,S,,,,S,,,R2,"    5.835,00",,,CAD,,,,,,,,,,XYZ50000087,,,,,,,,,2630029,KN,20200326,,20200327,2:35:28 AM,,FBVB,CAD,BKPF,5900080985XYZ502020
XYZ13,5900080985,2020,1,,24.04.2020,22.04.2020,6000560425,31,K,,,,H,,,**,"    5.999,09",,,CAD,,,,14086433,,,,,,,,,,,,,,,7500000,KN,20200326,,20200327,2:35:28 AM,,FBVB,CAD,BKPF,5900080985XYZ502020
XYZ13,5900080974,2020,2,,,,,40,S,,,,S,,,E1,"  690.000,00",,,CAD,,,,,,,,,,XYZ50000055,,,,,,,,,2439500,KN,20200325,,20200326,4:35:30 AM,,FBVB,CAD,BKPF,5900080974XYZ502020
XYZ13,5900080974,2020,1,,31.03.2020,27.03.2020,6000560776,31,K,,,,H,,,**,"  690.000,00",,,CAD,,,,14073583,,,,,,,,,,,,,,,7500000,KN,20200325,,20200326,4:35:30 AM,,FBVB,CAD,BKPF,5900080974XYZ502020
XYZ13,5900080978,2020,2,,,,,40,S,,,,S,,,E1,"    9.000,00",,,CAD,,,,,,,,,,XYZ50000578,,,,,,,,,2439500,KN,20200325,,20200326,3:31:33 AM,,FBVB,CAD,BKPF,5900080978XYZ502020
XYZ13,5900080978,2020,1,,31.03.2020,27.03.2020,6000560777,31,K,,,,H,,,**,"    9.000,00",,,CAD,,,,14081688,,,,,,,,,,,,,,,7500000,KN,20200325,,20200326,3:31:33 AM,,FBVB,CAD,BKPF,5900080978XYZ502020
XYZ13,5900080976,2020,4,T,,,,40,S,,,,S,,,R5,"       49,31",,,CAD,,,,,,,,,,,,,,,,,,,7170630,KN,20200325,,20200326,1:59:52 PM,,FBVB,CAD,BKPF,5900080976XYZ502020
XYZ13,5900080976,2020,3,T,,,,40,S,,,,S,,,R5,"       83,09",,,CAD,,,,,,,,,,,,,,,,,,,7170700,KN,20200325,,20200326,1:59:52 PM,,FBVB,CAD,BKPF,5900080976XYZ502020
XYZ13,5900080976,2020,2,,,,,40,S,,,,S,,,R5,"      415,00",,,CAD,,,,,,,,,,XYZ50000087,,,,,,,,,2630029,KN,20200325,,20200326,1:59:52 PM,,FBVB,CAD,BKPF,5900080976XYZ502020
XYZ13,5900080976,2020,1,,23.04.2020,21.04.2020,6000560476,31,K,,,,H,,,**,"    5.508,45",,,CAD,,,,14072405,,,,,,,,,,,,,,,7500000,KN,20200325,,20200326,1:59:52 PM,,FBVB,CAD,BKPF,5900080976XYZ502020
XYZ13,5900080975,2020,4,T,,,,40,S,,,,S,,,R5,"        3,93",,,CAD,,,,,,,,,,,,,,,,,,,7170630,KN,20200325,,20200326,3:29:53 AM,,FBVB,CAD,BKPF,5900080975XYZ502020
XYZ13,5900080975,2020,3,T,,,,40,S,,,,S,,,R5,"        8,70",,,CAD,,,,,,,,,,,,,,,,,,,7170700,KN,20200325,,20200326,3:29:53 AM,,FBVB,CAD,BKPF,5900080975XYZ502020
XYZ13,5900080975,2020,2,,,,,40,S,,,,S,,,R5,"       31,00",,,CAD,,,,,,,,,,XYZ50000087,,,,,,,,,2630029,KN,20200325,,20200326,3:29:53 AM,,FBVB,CAD,BKPF,5900080975XYZ502020
XYZ13,5900080975,2020,1,,23.04.2020,21.04.2020,6000560476,31,K,,,,H,,,**,"       43,33",,,CAD,,,,14072405,,,,,,,,,,,,,,,7500000,KN,20200325,,20200326,3:29:53 AM,,FBVB,CAD,BKPF,5900080975XYZ502020
XYZ13,5900080969,2020,2,,,,,40,S,,,,S,,,,"      890,90",,,CAD,,,,,,,,,,,,,,,,,,,7230600,KN,20200324,,20200325,1:41:54 AM,,FBVB,CAD,BKPF,5900080969XYZ502020
XYZ13,5900080969,2020,1,,27.03.2020,26.03.2020,6000560753,31,K,,,,H,,,**,"      890,90",,,CAD,,,,14073531,,,,,,,,,,,,,,,7500000,KN,20200324,,20200325,1:41:54 AM,,FBVB,CAD,BKPF,5900080969XYZ502020
XYZ13,5900080967,2020,2,,,,,40,S,,,,S,,,E1,"    9.000,00",,,CAD,,,,,,,,,,XYZ50000578,,,,,,,,,2439500,KN,20200324,,20200325,2:30:01 AM,,FBVB,CAD,BKPF,5900080967XYZ502020
XYZ13,5900080967,2020,1,,30.03.2020,26.03.2020,6000560752,31,K,,,,H,,,**,"    9.000,00",,,CAD,,,,14024016,,,,,,,,,,,,,,,7500000,KN,20200324,,20200325,2:30:01 AM,,FBVB,CAD,BKPF,5900080967XYZ502020
XYZ13,5900080909,2020,2,,,,,40,S,,,,S,,,E1,"    6.000,00",,,CAD,,,,,,,,,,XYZ50000578,,,,,,,,,2439500,KN,20200323,,20200324,3:21:41 AM,,FBVB,CAD,BKPF,5900080909XYZ502020
XYZ13,5900080909,2020,1,,27.03.2020,25.03.2020,6000560631,31,K,,,,H,,,**,"    6.000,00",,,CAD,,,,14034985,,,,,,,,,,,,,,,7500000,KN,20200323,,20200324,3:21:41 AM,,FBVB,CAD,BKPF,5900080909XYZ502020
XYZ13,5900080908,2020,2,,,,,40,S,,,,S,,,E1,"   69.000,00",,,CAD,,,,,,,,,,XYZ50000558,,,,,,,,,2050800,KN,20200323,,20200330,12:02:48 AM,,FBVB,CAD,BKPF,5900080908XYZ502020
XYZ13,5900080908,2020,1,,17.04.2020,15.04.2020,6000560305,31,K,,,,H,,,**,"   69.000,00",,,CAD,,,,14073261,,,,,,,,,,,,,,,7500000,KN,20200323,,20200330,12:02:48 AM,,FBVB,CAD,BKPF,5900080908XYZ502020
XYZ13,5900080834,2020,2,,,,,40,S,,,,S,,,E1,"    9.000,00",,,CAD,,,,,,,,,,XYZ50000578,,,,,,,,,2439500,KN,20200319,,20200320,8:53:18 AM,,FBVB,CAD,BKPF,5900080834XYZ502020
XYZ13,5900080834,2020,1,,25.03.2020,23.03.2020,6000560657,31,K,,,,H,,,**,"    9.000,00",,,CAD,,,,14028708,,,,,,,,,,,,,,,7500000,KN,20200319,,20200320,8:53:18 AM,,FBVB,CAD,BKPF,5900080834XYZ502020
XYZ13,5900080833,2020,2,,,,,40,S,,,,S,,,E1,"    6.000,00",,,CAD,,,,,,,,,,XYZ50000578,,,,,,,,,2439500,KN,20200319,,20200320,5:53:15 AM,,FBVB,CAD,BKPF,5900080833XYZ502020
XYZ13,5900080833,2020,1,,25.03.2020,23.03.2020,6000560655,31,K,,,,H,,,**,"    6.000,00",,,CAD,,,,14084546,,,,,,,,,,,,,,,7500000,KN,20200319,,20200320,5:53:15 AM,,FBVB,CAD,BKPF,5900080833XYZ502020
XYZ13,5900080832,2020,3,T,,,,40,S,,,,S,,,R2,"    5.895,20",,,CAD,,,,,,,,,,,,,,,,,,,7170700,KN,20200319,,20200320,1:35:52 PM,,FBVB,CAD,BKPF,5900080832XYZ502020
XYZ13,5900080832,2020,2,,,,,40,S,,,,S,,,R2,"   64.078,00",,,CAD,,,,,,,,,,XYZ50000029,,,,,,,,,2630029,KN,20200319,,20200320,1:35:52 PM,,FBVB,CAD,BKPF,5900080832XYZ502020
XYZ13,5900080832,2020,1,,17.04.2020,15.04.2020,6000560300,31,K,,,,H,,,**,"   70.839,20",,,CAD,,,,14073838,,,,,,,,,,,,,,,7500000,KN,20200319,,20200320,1:35:52 PM,,FBVB,CAD,BKPF,5900080832XYZ502020
XYZ13,5900080831,2020,3,T,,,,40,S,,,,S,,,R2,"       48,90",,,CAD,,,,,,,,,,,,,,,,,,,7170700,KN,20200319,,20200320,8:44:41 AM,,FBVB,CAD,BKPF,5900080831XYZ502020
XYZ13,5900080831,2020,2,,,,,40,S,,,,S,,,R2,"    5.340,00",,,CAD,,,,,,,,,,XYZ50000029,,,,,,,,,2630029,KN,20200319,,20200320,8:44:41 AM,,FBVB,CAD,BKPF,5900080831XYZ502020
XYZ13,5900080831,2020,1,,17.04.2020,15.04.2020,6000560300,31,K,,,,H,,,**,"    5.438,90",,,CAD,,,,14073838,,,,,,,,,,,,,,,7500000,KN,20200319,,20200320,8:44:41 AM,,FBVB,CAD,BKPF,5900080831XYZ502020
XYZ13,5900080839,2020,2,,,,,40,S,,,,S,,,E1,"    7.100,00",,,CAD,,,,,,,,,,XYZ50000558,,,,,,,,,2050800,KN,20200319,,20200320,6:03:13 AM,,FBVB,CAD,BKPF,5900080839XYZ502020
XYZ13,5900080839,2020,1,,25.03.2020,23.03.2020,6000560603,31,K,,,,H,,,**,"    7.100,00",,,CAD,,,,13550662,,,,,,,,,,,,,,,7500000,KN,20200319,,20200320,6:03:13 AM,,FBVB,CAD,BKPF,5900080839XYZ502020
XYZ13,5900080838,2020,2,,,,,40,S,,,,S,,,E1,"   69.000,00",,,CAD,,,,,,,,,,XYZ50000578,,,,,,,,,2439500,KN,20200319,,20200327,6:56:20 PM,,FBVB,CAD,BKPF,5900080838XYZ502020
XYZ13,5900080838,2020,1,,02.04.2020,31.03.2020,6000560801,31,K,,,,H,,,**,"   69.000,00",,,CAD,,,,14088594,,,,,,,,,,,,,,,7500000,KN,20200319,,20200327,6:56:20 PM,,FBVB,CAD,BKPF,5900080838XYZ502020
XYZ13,5900080837,2020,2,,,,,40,S,,,,S,,,E1,"    6.200,00",,,CAD,,,,,,,,,,XYZ50000578,,,,,,,,,2439500,KN,20200319,,20200320,2:41:26 AM,,FBVB,CAD,BKPF,5900080837XYZ502020
XYZ13,5900080837,2020,1,,25.03.2020,23.03.2020,6000560652,31,K,,,,H,,,**,"    6.200,00",,,CAD,,,,14045730,,,,,,,,,,,,,,,7500000,KN,20200319,,20200320,2:41:26 AM,,FBVB,CAD,BKPF,5900080837XYZ502020
XYZ13,5900080836,2020,2,,,,,40,S,,,,S,,,E1,"   60.000,00",,,CAD,,,,,,,,,,XYZ50000578,,,,,,,,,2439500,KN,20200319,,20200327,6:57:14 PM,,FBVB,CAD,BKPF,5900080836XYZ502020
XYZ13,5900080836,2020,1,,02.04.2020,31.03.2020,6000560850,31,K,,,,H,,,**,"   60.000,00",,,CAD,,,,14034929,,,,,,,,,,,,,,,7500000,KN,20200319,,20200327,6:57:14 PM,,FBVB,CAD,BKPF,5900080836XYZ502020
XYZ13,5900080835,2020,2,,,,,40,S,,,,S,,,E1,"    9.000,00",,,CAD,,,,,,,,,,XYZ50000578,,,,,,,,,2439500,KN,20200319,,20200320,4:12:31 AM,,FBVB,CAD,BKPF,5900080835XYZ502020
XYZ13,5900080835,2020,1,,25.03.2020,23.03.2020,6000560651,31,K,,,,H,,,**,"    9.000,00",,,CAD,,,,14031880,,,,,,,,,,,,,,,7500000,KN,20200319,,20200320,4:12:31 AM,,FBVB,CAD,BKPF,5900080835XYZ502020
XYZ13,5900080830,2020,2,,,,,40,S,,,,S,,,E1,"    8.800,00",,,CAD,,,,,,,,,,XYZ50000578,,,,,,,,,2439500,KN,20200319,,20200320,2:59:07 AM,,FBVB,CAD,BKPF,5900080830XYZ502020
XYZ13,5900080830,2020,1,,25.03.2020,23.03.2020,6000560659,31,K,,,,H,,,**,"    8.800,00",,,CAD,,,,14038484,,,,,,,,,,,,,,,7500000,KN,20200319,,20200320,2:59:07 AM,,FBVB,CAD,BKPF,5900080830XYZ502020
XYZ13,5900080824,2020,2,,,,,40,S,,,,S,,,E1,"   60.000,00",,,CAD,,,,,,,,,,XYZ50000578,,,,,,,,,2439500,KN,20200319,,20200327,6:57:41 PM,,FBVB,CAD,BKPF,5900080824XYZ502020
