MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,target
2.1625,18,5.488135593,1.172881356,904,3.06440678,39.42,-123.35,0.772
3.588,32,5.803757829,0.981210856,1281,2.674321503,39.43,-123.37,0.96
2.9183,46,5.296969697,1.096969697,808,2.448484848,39.41,-123.36,0.769
1.85,27,4.039755352,1.033639144,779,2.382262997,39.4,-123.35,0.718
1.5625,21,3.930909091,0.923636364,715,2.6,39.4,-123.36,0.715
2.3333,18,4.58699187,1.021138211,1636,2.660162602,39.39,-123.34,0.84
1.746,19,4.672566372,1.097345133,611,2.703539823,39.36,-123.1,1.05
3.9632,20,5.742857143,0.864285714,448,3.2,39.33,-123.23,1.471
2.8833,19,6.75,1.348684211,424,2.789473684,39.31,-123.15,1.542
3.3431,20,6.38372093,1.172093023,1421,3.304651163,39.32,-123.11,1.375
3.788,25,5.730841121,1.065420561,1558,2.912149533,39.26,-123.18,1.342
3.1455,16,5.118566176,1.016544118,3148,2.893382353,39.28,-123.22,1.429
2.5875,17,5.381188119,1.257425743,522,2.584158416,39.25,-123.36,1.445
2.125,18,4.5,1.018518519,115,2.12962963,39.23,-123.18,1.75
2.2926,17,4.860896445,1.071097372,1560,2.411128284,39.2,-123.21,1.493
3.5917,22,5.410526316,1.021052632,821,2.880701754,39.21,-123.19,1.188
2.3583,26,4.881987578,1.043478261,494,3.068322981,39.23,-123.2,1.054
3.25,16,4.935483871,1.0609319,830,2.974910394,39.37,-123.75,1.514
3.184,23,5.450408401,1.064177363,2095,2.444574096,39.39,-123.85,1.405
3.1563,17,6.095384615,1.141538462,773,2.378461538,39.34,-123.81,2.77
3.1071,18,5.657534247,1.205479452,711,2.434931507,39.32,-123.7,2.132
3.3654,23,6.375,1.335648148,887,2.053240741,39.31,-123.81,2.25
2.375,20,5.818639798,1.312342569,1745,2.197732997,39.17,-123.73,1.588
2.5625,38,8.085308057,1.682464455,506,2.398104265,38.93,-123.53,1.656
2.1985,17,5.154205607,1.11682243,1140,2.663551402,38.9,-123.69,0.953
3.1201,17,6.478206725,1.291407223,1742,2.169364882,38.8,-123.59,1.761
2.2946,18,6.100271003,1.382113821,1032,2.796747967,39.17,-123.54,1.01
3.4063,28,5.488372093,1.139534884,812,3.147286822,38.99,-123.39,1.094
2.7232,35,5.385416667,1.114583333,857,2.975694444,39.01,-123.36,1.154
2.6275,17,4.746575342,0.98630137,1501,2.570205479,39.18,-123.21,1.421
3.0652,24,5.415322581,1.059475806,3002,3.026209677,39.1,-123.34,1.311
3.7833,17,6.057692308,1.096153846,877,2.810897436,39.07,-123.21,1.598
3.3667,45,4.992592593,0.981481481,639,2.366666667,39.15,-123.22,1.152
3.6587,32,5.524038462,0.899038462,499,2.399038462,39.16,-123.22,1.546
3.8958,33,5.419354839,0.97235023,529,2.437788018,39.13,-123.23,1.44
3.5938,36,5.743842365,1.064039409,504,2.482758621,39.15,-123.22,1.221
2.55,52,6.00877193,1.131578947,617,2.706140351,39.15,-123.21,1.129
3,39,5.104316547,0.942446043,661,2.377697842,39.14,-123.21,1.146
4.0469,27,6.542735043,1.136752137,822,3.512820513,39.13,-123.21,1.274
1.7929,14,4.085653105,1.03640257,1195,2.55888651,39.16,-123.2,0.823
2.631,29,5.148023549,1.027754415,3595,3.023549201,39.16,-123.22,1.096
2.0074,27,4.4,1.057777778,592,2.631111111,39.15,-123.2,0.962
2.6012,16,5.280737705,1.014344262,1232,2.524590164,39.15,-123.19,1.256
1.6571,31,4.28913738,1.07827476,1367,2.18370607,39.15,-123.21,1.089
1.8042,17,4.060150376,0.992481203,878,2.200501253,39.14,-123.2,1.092
1.375,26,3.675810474,1.039900249,1065,2.655860349,39.13,-123.2,0.844
1.9032,15,4.331395349,1.05620155,1376,2.666666667,39.14,-123.21,1
3.8333,32,6.079787234,1.106382979,454,2.414893617,39.15,-123.1,1.161
5.9585,14,7.272727273,1.061688312,1030,3.344155844,39.18,-123.17,2.149
4.425,30,5.858461538,1.018461538,816,2.510769231,39.15,-123.17,1.619
1.7813,33,4.356435644,1,1048,3.458745875,39.13,-123.16,0.947
2.775,31,5.160493827,1.012345679,327,4.037037037,39.1,-123.16,1.208
2.3125,38,4.45,0.95,196,3.266666667,39.12,-123.19,0.7
2.7171,22,6.041899441,1.217877095,1048,2.927374302,38.94,-123.15,0.958
2.5761,36,4.824701195,0.984063745,697,2.77689243,38.97,-123.1,0.949
2.9,22,6.776942356,1.245614035,1432,3.588972431,37.51,-120.46,0.831
2.3043,33,5.218274112,1.147208122,658,3.340101523,37.47,-120.68,0.663
3.6182,27,6.557142857,1.211428571,1252,3.577142857,37.44,-120.75,1.232
2.7562,18,4.873479319,0.96836983,1333,3.243309002,37.44,-120.76,0.905
2.3333,27,3.937759336,0.929460581,888,3.684647303,37.42,-120.77,0.728
2.8519,17,5.047808765,1.029880478,1764,3.513944223,37.43,-120.79,0.807
2.2071,35,5.194029851,0.993603412,1730,3.68869936,37.41,-120.79,0.859
3.2721,11,4.52293578,1.042813456,1476,4.513761468,37.39,-120.71,0.738
2.6058,40,3.885714286,0.914285714,785,4.485714286,37.39,-120.71,0.727
3.5167,46,5.850340136,0.884353741,496,3.37414966,37.4,-120.69,1.375
2.1484,30,5.58411215,1.098130841,1409,3.292056075,37.33,-120.74,0.813
2.4964,32,5.79020979,1.108391608,1037,3.625874126,37.37,-120.75,0.888
1.9236,37,3.710227273,1,827,4.698863636,37.38,-120.73,0.644
2.2813,22,3.855882353,0.938235294,1455,4.279411765,37.38,-120.72,0.673
2.8698,23,5.475471698,1.101886792,1052,3.969811321,37.38,-120.73,0.729
2.6923,14,5.180628272,1.130890052,1756,4.596858639,37.38,-120.71,0.714
2.6214,7,5.491089109,1.04950495,1374,2.720792079,37.4,-120.84,1.038
3.1111,17,5.690437601,1.030794165,1904,3.085899514,37.4,-120.86,1.139
3.7784,32,5.975206612,1.076446281,1580,3.26446281,37.43,-120.84,1.645
3,32,5.292792793,0.936936937,774,3.486486486,37.4,-120.94,1.094
2.6908,24,5.85520362,1.004524887,684,3.095022624,37.37,-120.88,1.031
2.0417,27,6.022371365,1.07606264,1518,3.395973154,37.33,-120.89,0.942
2.567,21,5.091935484,1.027419355,2268,3.658064516,37.38,-120.64,0.704
2.5129,19,5.186206897,1.032183908,1469,3.377011494,37.38,-120.64,0.846
4.1058,25,6.507518797,1.169172932,810,3.045112782,37.33,-120.65,1.076
2.1061,16,4.638151426,1.100294985,3589,3.529006883,37.39,-120.59,0.728
2.6439,27,4.348643006,0.926931106,1462,3.052192067,37.41,-120.63,0.691
2.6758,39,5.559701493,1.024875622,1268,3.154228856,37.43,-120.57,0.746
4.6667,10,6.314168378,1.022587269,1368,2.809034908,37.37,-120.6,1.301
3.0911,27,5.528508772,1.061403509,1307,2.86622807,37.36,-120.6,0.869
4.0694,16,5.651408451,0.992957746,866,3.049295775,37.36,-120.63,1.102
1.6833,18,4.6,1.068421053,572,3.010526316,37.35,-120.62,0.71
3.2656,15,5.242792109,1.106221548,2014,3.056145675,37.36,-120.62,0.835
3.968,8,5.995402299,0.983908046,1530,3.517241379,37.37,-120.62,1.021
2.0179,11,4.140608604,1.026232949,2814,2.952780693,37.36,-120.59,0.873
2.4653,34,5.466666667,1.003174603,904,2.86984127,37.35,-120.6,0.661
2.2222,34,4.935064935,1.041558442,1009,2.620779221,37.35,-120.61,0.75
1.4615,20,4.210982659,1.075144509,1000,2.89017341,37.35,-120.62,0.692
4.25,18,6.222360248,1.026086957,2497,3.101863354,37.32,-120.61,1.463
2.1182,34,4.409638554,1.038554217,1304,3.142168675,37.34,-120.6,0.689
1.9135,16,4.833333333,1.113636364,380,2.878787879,37.36,-120.61,0.875
3.003,18,4.571428571,1.142857143,520,3.376623377,37.35,-120.57,1.013
3.2955,19,5.479490806,0.956152758,2441,3.45261669,37.35,-120.6,0.886
3.5393,15,5.460504202,1.030252101,1569,2.63697479,37.35,-120.59,0.88
2.2179,33,5.120689655,1.028735632,2603,3.739942529,37.36,-120.58,0.675
2.0066,16,5.68956743,1.114503817,1361,3.463104326,37.2,-120.64,1.25
3.3194,21,6.87804878,1.117073171,590,2.87804878,37.32,-120.55,1.414
1.8939,28,5.711640212,1.100529101,1283,3.394179894,37.26,-120.49,0.83
2.4012,18,5.234793187,1.020681265,5303,3.2256691,37.37,-120.5,0.797
2.0809,21,5.397435897,1.092948718,1052,3.371794872,37.16,-120.41,0.958
2.3099,13,4.525751073,1.02360515,1108,2.377682403,37.32,-120.51,0.896
3.0263,10,5.3125,1.0625,620,2.583333333,37.32,-120.49,1.183
2.75,13,5.27520436,1.046321526,1158,3.155313351,37.32,-120.5,0.832
1.9528,13,4.231425091,1.12911084,2149,2.617539586,37.32,-120.49,0.853
2.1418,13,4.620558376,1.138324873,1737,2.204314721,37.32,-120.48,1.306
2.558,15,3.851851852,0.959064327,2024,1.972709552,37.32,-120.47,1.216
3.4559,16,5.684931507,1.054794521,956,4.365296804,37.34,-120.5,1.08
4.67,8,6.226950355,1.030395137,2821,2.858156028,37.34,-120.48,1.276
3.6742,9,5.856287425,1.01996008,1227,2.449101796,37.34,-120.47,1.172
5.2522,16,6.464088398,0.983425414,566,3.127071823,37.32,-120.43,1.253
4.8214,21,6.69035533,1.025380711,618,3.137055838,37.32,-120.45,1.178
3.6471,19,6.479338843,0.962809917,1631,3.369834711,37.32,-120.45,1.014
6.3215,4,7.211009174,1.064220183,368,3.376146789,37.33,-120.46,1.382
3.2852,17,5.535326087,1.060688406,2950,2.672101449,37.33,-120.46,0.988
5.2662,16,5.869337979,0.926829268,1770,3.083623693,37.31,-120.44,1.262
3.7652,20,6.115921788,1.051675978,2055,2.870111732,37.31,-120.45,1.335
3.48,26,5.610619469,1.012389381,1524,2.697345133,37.31,-120.46,0.953
2.355,42,4.62035225,1.001956947,1684,3.295499022,37.31,-120.48,0.756
2.6797,36,4.793791574,0.960088692,1048,2.323725055,37.31,-120.5,0.818
2.0521,45,4.506142506,1.034398034,1405,3.452088452,37.31,-120.49,0.724
1.5427,49,4.298969072,1.058910162,1956,2.880706922,37.3,-120.48,0.885
1.5,39,3.242811502,1.137380192,875,2.795527157,37.3,-120.48,0.67
1.3125,50,3.94,1.236,621,2.484,37.3,-120.49,0.609
3.0515,21,5.32845027,1.033924441,3967,3.058596762,37.31,-120.44,0.952
2.7344,35,5.735955056,1.061797753,953,2.676966292,37.31,-120.46,0.878
2.1838,40,4.977088949,1.039083558,2102,2.832884097,37.3,-120.47,0.75
2.3095,36,4.692847125,1.036465638,2151,3.016830295,37.3,-120.46,0.683
1.7679,20,4.883052527,1.032705649,4205,4.167492567,37.29,-120.51,0.798
1.76,29,3.664335664,1.062937063,1697,3.955710956,37.3,-120.5,0.632
1.75,35,3.827988338,0.944606414,1350,3.935860058,37.3,-120.49,0.576
1.0955,17,4.147766323,1.020618557,2487,4.273195876,37.29,-120.49,0.627
1.2054,16,3.34375,0.991071429,1277,5.700892857,37.29,-120.47,0.609
1.5635,17,3.412650602,1.043674699,3200,4.819277108,37.29,-120.48,0.604
1.7756,19,5.009708738,1.03236246,1227,3.970873786,37.28,-120.47,0.733
1.9535,11,4.613941019,1.021447721,1708,4.579088472,37.28,-120.49,0.571
2.3929,12,4.872013652,1.020477816,1658,2.829351536,37.28,-120.44,0.811
1.7222,18,4.790874525,1.019011407,576,2.190114068,37.29,-120.44,1.015
2.3594,30,5.037288136,1.076271186,1940,3.288135593,37.29,-120.46,0.723
5.9378,15,7.572769953,0.953051643,673,3.159624413,37.35,-120.43,2.122
1.5917,28,5.451361868,1.13618677,967,3.762645914,37.3,-120.4,0.894
2.4286,33,5.674285714,1.062857143,556,3.177142857,37.34,-120.3,1.036
2.3382,38,5.142857143,1.160714286,478,4.267857143,37.29,-120.32,0.596
1.6929,40,4.521994135,1,1283,3.762463343,37.29,-120.31,0.559
1.5938,36,5.537142857,1.177142857,732,4.182857143,37.29,-120.31,0.576
1.6172,9,3.657894737,0.989473684,810,4.263157895,37.29,-120.32,0.563
2.1845,34,4.987951807,0.987951807,1110,3.343373494,37.23,-120.25,0.599
3.3929,31,6.951704545,1.321022727,1313,3.730113636,37.21,-120.24,0.938
2,17,7.289156627,1.915662651,416,5.012048193,37.31,-120.35,0.875
3.1738,31,5.510028653,0.977077364,806,2.309455587,37.25,-121,0.976
1.7062,45,4.943502825,1.048022599,847,2.392655367,37.26,-121,0.774
2.6087,21,5.193029491,1.042895442,1002,2.686327078,37.25,-121,0.962
2.7316,16,5.226415094,1.080188679,1135,2.676886792,37.25,-121.01,0.975
3.0909,30,5.503171247,1.071881607,1491,3.152219873,37.18,-121.06,1.234
3.2262,25,10.7875817,2.215686275,994,3.248366013,37.21,-120.89,0.972
2.0216,17,4.581967213,1.106557377,560,2.295081967,37.09,-121.02,1.125
2.5074,33,5.665441176,1.150735294,880,3.235294118,36.94,-121.02,1.177
3.125,28,6.325842697,1.415730337,1057,3.958801498,37.01,-120.77,1.563
2.875,43,5.391304348,1.072463768,801,3.869565217,37.09,-120.95,0.972
4.1779,3,7.461873638,1.331154684,1588,3.459694989,37.08,-120.85,1.478
2.5363,16,5.279411765,1.064705882,1642,4.829411765,37.07,-120.85,0.863
2.2019,24,4.967320261,1.094771242,882,2.882352941,37.07,-120.84,1
1.1301,14,4.278409091,1.079545455,1096,3.113636364,37.06,-120.84,0.785
1.5479,31,4.147853736,1.025437202,1796,2.855325914,37.06,-120.85,0.82
3.6331,26,4.917874396,0.968599034,1343,3.243961353,37.07,-120.87,0.886
2.595,29,5.63562753,1.051282051,2092,2.823211876,37.05,-120.87,1.042
3.1719,32,6.208154506,1.032188841,1198,2.570815451,37.05,-120.85,1.406
5.3988,8,7.043478261,1.025362319,814,2.949275362,37.05,-120.84,1.655
2.9063,9,4.409090909,0.909090909,91,4.136363636,37.08,-120.79,0.55
2.5598,16,5.117808219,1.042465753,1942,2.660273973,37.07,-120.83,1.202
1.933,15,5.431372549,1.129411765,775,3.039215686,37.05,-120.82,1.406
2.4398,22,5.50310559,1.074534161,595,3.695652174,37.09,-120.65,1.5
1.7841,34,5.171348315,0.994382022,1019,2.862359551,37.03,-120.61,0.675
2.9271,32,4.102564103,0.935897436,222,2.846153846,36.99,-120.7,0.875
1.7188,26,4.936464088,1.005524862,1548,4.276243094,36.98,-120.65,0.495
2.0595,20,4.712871287,0.968316832,1581,3.130693069,36.98,-120.63,0.613
2.2794,23,5.763414634,1.095121951,1168,2.848780488,36.99,-120.64,0.757
1.9732,32,4.989837398,1.032520325,1344,2.731707317,36.99,-120.62,0.694
1.6607,18,5.125,0.9375,104,3.25,37.37,-120.67,0.875
2.1434,42,6.631818182,1.309090909,1182,2.686363636,41.78,-121.16,0.44
2.4519,22,6.785942492,1.380191693,829,2.6485623,41.31,-121.18,0.575
2.2321,21,5.803191489,1.106382979,660,3.510638298,41.54,-120.87,0.346
2.5074,16,7.365284974,1.461139896,892,2.310880829,41.35,-120.51,0.691
2.0227,20,7.552486188,1.569060773,429,2.370165746,41.82,-120.48,0.475
2.0903,34,7.612359551,1.471910112,434,2.438202247,41.79,-120.08,0.561
2.6062,33,6.99751861,1.277915633,976,2.421836228,41.4,-120.12,0.526
2.0802,22,5.577681874,1.128853268,4276,2.636251541,41.61,-120.55,0.479
2.35,14,5.341880342,1.162393162,721,3.081196581,38.51,-119.54,0.957
1.5817,20,7.19047619,1.58974359,682,2.498168498,38.53,-119.44,0.978
2.9509,19,11.62587413,2.307692308,750,2.622377622,38.26,-119.3,1.148
3.5469,15,5.829411765,1.629411765,419,2.464705882,38.03,-118.98,0.825
3.5294,12,14.11382114,2.861788618,330,2.682926829,37.8,-119.07,1.607
2.7656,17,12.7421875,2.6171875,285,2.2265625,37.78,-119.08,1.3
2.35,15,6.337175793,1.305475504,899,2.590778098,37.7,-118.45,1.078
3.7315,20,7.368303571,1.738839286,1085,2.421875,37.58,-118.74,1.593
4.2381,11,11.40289855,2.020289855,901,2.611594203,37.64,-118.96,2.427
3.2431,14,52.84821429,11.41071429,265,2.366071429,37.64,-119.02,2.214
4.5375,18,8.629807692,2,483,2.322115385,37.65,-118.98,1.698
5.01,20,17.54609929,4.432624113,338,2.397163121,37.65,-118.99,1.955
3.05,17,8.3200883,2.004415011,1160,2.560706402,37.64,-118.98,1.889
3.0685,13,8.14957265,2.324786325,575,2.457264957,37.64,-118.97,1.625
3.0921,14,16.67153285,4.540145985,342,2.496350365,37.64,-118.97,0.875
3.6042,14,18.84693878,4.479591837,238,2.428571429,37.64,-118.97,1.375
3.2917,10,34.57142857,7.022321429,483,2.15625,37.63,-118.99,2.318
4.1742,17,5.082224909,0.986698912,2900,3.506650544,36.72,-121.64,1.599
3.9818,19,5.335106383,1.077659574,3251,3.458510638,36.71,-121.63,1.529
4.3451,24,6.483771252,1.091190108,2200,3.400309119,36.71,-121.62,1.778
5.0374,30,5.412955466,1.024291498,838,3.392712551,36.74,-121.62,1.654
4.1675,32,5.734922861,1.03085554,2927,4.105189341,36.7,-121.64,1.425
3.0827,29,4.791505792,1.019305019,2773,2.676640927,36.7,-121.65,1.481
3.2929,27,5.068711656,1.087116564,2002,2.456441718,36.71,-121.66,1.575
3.4222,33,5.073322933,0.982839314,2010,3.135725429,36.7,-121.66,1.581
2.7367,21,4.108389786,1.047941636,4907,2.557060969,36.69,-121.65,1.603
2.3463,16,4.196805112,1.02428115,6012,3.841533546,36.68,-121.64,1.561
2.1766,24,3.690883191,1.052706553,3243,4.61965812,36.68,-121.63,1.085
2.8542,37,3.996192893,1.057106599,3456,4.385786802,36.68,-121.61,1.276
2.4884,43,4.202321725,0.981757877,2448,4.059701493,36.68,-121.62,1.305
2.0244,19,3.915743671,1.035205696,11272,4.458860759,36.69,-121.61,1.185
2.5224,39,4.110970996,1.035308953,3130,3.94703657,36.67,-121.61,1.192
2.8942,45,4.456097561,0.995121951,1507,3.675609756,36.67,-121.62,1.29
2.5329,31,4.055639098,1.037593985,2220,3.338345865,36.67,-121.62,1.352
2.5263,34,4.463195691,1.005385996,2443,4.385996409,36.67,-121.63,1.304
3.0197,28,4.266666667,1.1,214,3.566666667,36.67,-121.64,1.375
1.6071,44,3.8625,1.5125,315,3.9375,36.65,-121.63,1.125
5.2285,24,5.93271028,0.945794393,1466,2.740186916,36.66,-121.64,2.481
3.2355,30,5.006684492,1.02540107,1762,2.355614973,36.66,-121.65,2.142
3.5288,42,5.319600499,1.048689139,2013,2.513108614,36.66,-121.65,2.21
2.8924,52,5.355353075,1.045558087,1169,2.662870159,36.67,-121.65,1.696
1.9385,28,3.6,1.039252336,1717,3.209345794,36.67,-121.65,1.232
0.9914,10,3.637450199,1.055776892,508,2.023904382,36.68,-121.66,1.475
3.1439,40,5.102836879,1.04964539,1444,2.560283688,36.67,-121.66,1.923
3.1071,40,4.915354331,1.023622047,1275,2.50984252,36.67,-121.66,1.931
3.6875,19,4.979277365,1.052072264,4259,2.263018066,36.66,-121.67,1.897
3.9219,24,5.483928571,0.971428571,1477,2.6375,36.67,-121.67,2.225
5,26,5.768072289,1.021084337,2780,2.791164659,36.67,-121.68,2.023
2.8289,38,4.438148444,1.031125299,3523,2.811652035,36.68,-121.67,1.683
3.7912,6,4.468631579,1.046315789,7249,3.052210526,36.69,-121.66,1.689
2.7321,28,5.043269231,1.129807692,705,3.389423077,36.85,-121.79,1.5
3.3472,37,6.625,1.015625,266,4.15625,36.87,-121.77,2.938
2.5195,23,3.331476323,1.004178273,3074,4.281337047,36.9,-121.73,1.369
4.6125,16,6.109090909,1.036363636,1103,4.010909091,36.9,-121.71,2.538
5.2729,13,6.559055118,1.023622047,405,3.188976378,36.9,-121.68,3.229
5.5148,15,5.70678337,1.002188184,1531,3.350109409,36.89,-121.66,2.535
3.6693,28,5.088028169,0.943661972,1017,3.580985915,36.83,-121.76,2.11
4.4271,28,5.743055556,1.236111111,703,4.881944444,36.86,-121.73,1.757
3.7766,19,5.138211382,1.12601626,2332,4.739837398,36.88,-121.71,1.77
3.6607,22,5.744493392,1.224669604,887,3.907488987,36.85,-121.73,2.063
4.9107,19,5.58,1.033333333,1551,3.446666667,36.84,-121.7,2.319
4.5787,20,6.117370892,0.995305164,1361,3.194835681,36.85,-121.65,2.451
3.338,19,5.079812207,0.962441315,1309,3.072769953,36.8,-121.69,1.853
4.3814,16,6.286415712,1.014729951,1799,2.944353519,36.79,-121.74,2.453
3.2969,18,5.526462396,1.055710306,1078,3.002785515,36.81,-121.72,2.299
4.5272,18,6.194323144,1.139737991,1454,3.174672489,36.81,-121.69,2.21
5.0092,17,6.11700468,1.020280811,1895,2.956318253,36.82,-121.66,2.387
4.1696,18,6.166101695,0.959322034,919,3.115254237,36.82,-121.64,2.225
3.8424,21,5.851282051,1.317948718,671,3.441025641,36.75,-121.76,1.557
3.0347,21,5.334883721,1.111627907,1306,3.037209302,36.77,-121.7,2.272
2.3384,27,3.228915663,1.010040161,2031,4.078313253,36.77,-121.76,1.21
3.2937,25,4.746153846,1.071794872,1678,4.302564103,36.77,-121.75,1.353
2.7694,32,4.473007712,1.025706941,1563,4.017994859,36.76,-121.75,1.324
4.1696,30,6.083333333,1.027777778,1372,3.175925926,36.74,-121.64,1.75
4.5812,18,6.066666667,1.025641026,2975,3.051282051,36.8,-121.64,2.552
5.2203,18,7.191780822,1.050228311,751,3.429223744,36.81,-121.6,2.865
4.7969,15,6.639393939,1.084848485,1150,3.484848485,36.77,-121.65,2.275
3.2652,12,4.399359561,1.027447392,12153,2.779734675,36.72,-121.68,1.528
3.3456,37,4.514084507,0.908450704,458,3.225352113,36.67,-121.7,2.526
3.6286,52,5.591439689,1.159533074,836,3.252918288,36.63,-121.62,1.655
3.525,12,6.143636364,1.128181818,3918,3.561818182,36.7,-121.54,2.017
2.5986,11,4.264253394,0.993665158,5982,5.413574661,36.69,-121.62,1.357
2.2667,12,3.436241611,0.966442953,767,5.147651007,36.69,-121.62,0.729
6.0332,19,7.062962963,1.196296296,681,2.522222222,36.62,-121.69,2.449
5.0162,19,7.053465347,1.04950495,1607,3.182178218,36.6,-121.7,2.831
6.1551,11,7.256157635,1.030788177,2327,2.865763547,36.58,-121.67,2.918
5.1788,34,5.34057971,1.014492754,362,2.623188406,36.55,-121.59,2.7
7.6245,21,6.663822526,0.994880546,1528,2.607508532,36.55,-121.7,3.366
8.0922,15,7.247755835,1.052064632,1596,2.86535009,36.52,-121.69,3.901
2.3879,14,3.980477223,1.015184382,1867,4.04989154,36.5,-121.43,1.298
3.2219,31,4.825958702,1.120943953,1468,4.330383481,36.51,-121.44,1.147
1.775,29,3.827838828,1.139194139,1245,4.56043956,36.51,-121.45,1.125
2.8775,13,4.685863874,1.083769634,2474,4.317626527,36.57,-121.42,1.341
1.9722,28,5.212435233,1.18134715,738,3.823834197,36.49,-121.48,2.107
4.4209,33,5.709864603,1.092843327,1264,2.444874275,36.49,-121.74,2.746
5.6383,27,6.45841785,1.054766734,1121,2.273833671,36.5,-121.73,3.77
4.25,28,5.653295129,0.982808023,970,2.779369628,36.47,-121.74,2.791
3.5039,19,5.023364486,1.119158879,1052,2.457943925,36.48,-121.7,2.884
4.7891,20,5.49382716,1.193415638,717,2.950617284,36.43,-121.62,2.306
6.1668,9,7.596153846,1.379807692,465,2.235576923,36.37,-121.66,4.058
2.6629,21,4.858156028,1.090425532,2630,4.663120567,36.42,-121.31,1.027
3.0437,20,3.860805861,0.985347985,1219,4.465201465,36.42,-121.32,0.766
2.7153,22,4.736245955,1.030744337,2546,4.1197411,36.43,-121.32,1.143
2.625,40,3.173469388,0.989795918,902,4.602040816,36.43,-121.33,1.091
3.3289,39,5.580487805,1.290243902,1449,3.534146341,36.38,-121.4,1.906
3.0543,23,4.584245077,1.172866521,1858,4.065645514,36.33,-121.23,0.924
2.9184,12,4.480300188,1.015009381,4601,4.316135084,36.32,-121.25,1.005
2.3,30,3.65,1.025,164,4.1,36.32,-121.26,2.063
3.1222,13,4.231958763,1.077319588,1534,3.953608247,36.33,-121.24,1.255
2.6648,33,6.454198473,1.175572519,792,3.022900763,36.34,-121.24,1.646
2.1107,16,5.910652921,1.625429553,1427,4.903780069,36.21,-121.12,0.762
3.1929,27,4.122905028,0.983240223,1156,3.229050279,36.21,-121.13,1.379
1.7548,30,4.227920228,1.179487179,1200,3.418803419,36.21,-121.13,0.958
3.4821,34,4.577696527,1.005484461,1810,3.308957952,36.21,-121.13,1.137
2.9559,16,4.28440367,1.016055046,1323,3.03440367,36.2,-121.13,1.632
2.6801,12,4.378486056,1.009960159,1971,3.926294821,36.24,-121.02,1
3.9647,12,5.629518072,1.069277108,2337,3.519578313,36.14,-121.2,1.35
3.0526,28,8.130769231,1.915384615,288,2.215384615,36.16,-121.39,1.469
3.5547,31,5.552238806,1.014925373,479,7.149253731,35.95,-121.32,2
3.3724,16,5.740671642,1.171641791,1479,2.759328358,35.94,-121,1.146
2.4881,29,6.101910828,1.229299363,1019,3.24522293,36.06,-120.79,0.875
5.3245,39,6.508474576,1.372881356,264,2.237288136,35.91,-120.51,2.5
3.7083,14,6.304093567,1.526315789,382,2.233918129,36.42,-121.91,2.1
2.6094,20,5.068783069,1.296296296,590,3.121693122,36.25,-121.84,3.625
3.2375,25,3.392523364,1.280373832,411,1.920560748,36.14,-121.62,4.5
5.1506,20,6.201727329,1.090684762,3083,1.9019124,36.55,-121.87,3.875
5.5469,22,4.796703297,0.997252747,886,2.434065934,36.54,-121.82,3.788
10.1854,18,6.806451613,1.049853372,803,2.35483871,36.53,-121.77,4.26
6.5234,18,7.292626728,1.228110599,1312,3.023041475,36.52,-121.84,3.574
5.8142,28,7.648648649,1.237837838,898,2.427027027,36.49,-121.88,5.00001
4.174,42,6.595317726,1.234113712,1374,2.297658863,36.57,-121.92,3.944
5.7248,39,7.679775281,1.171348315,1782,2.502808989,36.55,-121.91,3.988
3.9792,33,7.193243243,1.198648649,1670,2.256756757,36.54,-121.92,4.68
5.5164,40,6.228739003,1.316715543,643,1.885630499,36.56,-121.92,3.691
3.4048,30,7.088541667,1.520833333,628,1.635416667,36.55,-121.94,4.871
2.7039,39,5.116945107,1.284009547,749,1.787589499,36.56,-121.92,3.64
3.7852,37,7.3,1.396666667,490,1.633333333,36.55,-121.92,4.658
3.6,44,8.419277108,1.530120482,693,1.669879518,36.55,-121.92,4.528
3.275,52,8.357827476,1.54313099,582,1.85942492,36.55,-121.92,5.00001
6.3835,31,10.21176471,1.470588235,497,2.923529412,36.61,-121.95,4.078
5.0621,25,7.461016949,1.196610169,622,2.108474576,36.59,-121.93,3.865
7.1198,32,7.399061033,1.183098592,793,1.861502347,36.6,-121.95,4.699
5.8505,22,8.056689342,1.201814059,1108,2.512471655,36.59,-121.95,4.171
6.777,23,8.103960396,1.143564356,1480,2.442244224,36.58,-121.94,5
14.4113,28,11.63468635,1.509225092,569,2.099630996,36.57,-121.94,5.00001
4.0154,33,5.211161388,1.030165913,1704,2.570135747,36.6,-121.93,2.257
3.1543,29,4.933949802,1.067371202,1873,2.474240423,36.61,-121.92,2.538
3.725,34,5.492990654,1.028037383,1063,2.48364486,36.62,-121.93,2.78
3.1359,27,4.925566343,1.069579288,1229,1.988673139,36.61,-121.92,2.68
4.0313,39,5.266666667,1.048484848,406,2.460606061,36.62,-121.93,2.538
4.3281,52,5.38121547,1.049723757,403,2.226519337,36.62,-121.92,2.365
3.7614,52,5.440217391,1.038043478,425,2.309782609,36.62,-121.92,2.417
3.0379,47,4.829333333,1.069333333,948,2.528,36.62,-121.92,2.493
3.2865,52,4.883959044,1.023890785,657,2.242320819,36.62,-121.91,2.401
2.6713,52,4.636363636,1.064171123,391,2.090909091,36.62,-121.92,2.346
2.5625,52,4.947368421,1.063157895,578,2.028070175,36.62,-121.92,2.354
