target,text
complaint,". when you have inconvenienced passengers and they are minors, you find a way. You don't have them sit in an airport for 2 days!"
complaint,My experience on  mirrors this exactly. Zero employees so zero concern. Horrible. 
complaint,terrible service during boarding from Iris. Forced me to check in carry-on bag. 3/16 DL1885 LGA to MCO Never again Delta
complaint,get your **** together. Worst experience ever today!  #bringbackcontinental.
complaint,can't find a sole employee in #PHL no one to rebook me on delayed flight. Need to get on 2906 thru Dulles to Denver.
complaint,I want you to know your airlines is the worst. Cheap motel and enough to get a snack!!
complaint,Sucks having to use Twitter for customer service but man  you really know to spoil the ending of pleasant vacation!!
complaint,"Wish  didn't squeeze every passenger possible with the extremely uncomfortable, hard plastic seat backs. Oh, and the wifi broke. \U0001f44b\U0001f3fc\U0001f44b\U0001f3fc"
complaint,what's going on with AA 908 from BA to Miami.We have been standing on the gangway for close to 45 minutes  yes with no movement
complaint,#4575 to cmh. Delayed flight=angry toddler. #rudeflightcrew judging bc toddler won't wear shoes. #feetcanbewashed #annoyedmom
complaint,"Well, I have decided I never want to fly  again based on the horrible security system at O'Hare.#"
complaint,absolutely fuming. Your staff can't take bookings accurately.
complaint,"Getting updates by txt from   delayed an hour, trapped in the cabin.  mechanic talking to captain."
complaint,is powering a flight Ã¢â‚¬Â¦ with garbage? UA708 to fly on biofuel converted from trash &amp; farm waste:  #EcoSkies
complaint,why would you use an old plane without plugs or entertainment for a 5+ hour flight?  Disappointing...
complaint,"your service line at CDG is appalling, how does anyone make their flight??? Never flying int'l again"
complaint,Hey  why cant your flights leave on time!?! always delaying flights. smh. time to start flying  Ã¢Å“Å’Ã°Å¸ÂÂ¼Ã¯Â¸Â
complaint,is ****** anyway. I would never willingly fly that airline. Dumb boarding process.
complaint,"Thanks to a mechanical issue,  flight 2385 has been sitting at the gate for almost 2 hrs. People onboard. #CustomerServiceFail"
complaint,the way you guys just treated us was actually beyond bad customer service.. You guys were just terrible human beings
complaint,On the runway for an hour while the captain tries to fix something. Frustrating after traveling all day  #flight1737
complaint,"Hey  our flight that you put us on because we missed the last one because of a very long delay, is delayed too. Surprise, surprise."
complaint,E36 arrival gate at midnight. Are you kidding me??!!   Nothing but empty gates and over a mile between me and my car
complaint,Shout out to  Premier agent who helped me change my ticket so I can visit my MIL who is in failing health. #FamilyFirst #Appreciate
complaint,I hate  Ã°Å¸Ëœâ€™
complaint,no one at the airport or none of your reps on the phone could help me find my baggage
complaint,why board an already delayed flight when all of your safety checks haven't been done on the new plane?? Another hour delay Ã°Å¸ËœÂ¡...
complaint,fl3819 rude attendant Melissa not earning you any brownie points
complaint,I hate you so much
complaint,Never flying with  ever AGAIN Ã°Å¸ËœÂ¡Ã°Å¸â€˜Â¿
complaint,the second time in a month my   plane has been taken out for service issues... proactive maintenance?
complaint,"My travels with  this week have been one long comedy of errors. Delays, delays &amp; now we're stuck on plane due to a buggered jetbridge"
complaint,is a joke. Been 6 weeks now. Still no delayed expenses.
complaint,"bought the tix DAL to IND 3 months ago. You oversold flight, and now I'm stuck with 4 year old overnight? Not cool."
complaint,how does a plane fly in with nonconforming seat cushions? why didnt you notice this earlier? flight AA2516
complaint,I've been on hold over the phone with  for an hour now. Just want to cancel my flight....Another reminder why  wins
complaint,#shameonyou  this is racial profiling at its worst. Your flight attendants are clearly idiots
complaint,Its a shame  can't focus on customer service. Not many Twitter followers but I have over 1k FB friends.
complaint,"And this is why  is bad. Submit comments to cust relations re:today's flight 1.5 hrs ago, still no response."
complaint,.  your customer service at LAX has some major problems
complaint,worst delayed flight policy-  Delayed for over 4 hours and all they offered was a $10 voucher #unitedairlines #worst #flydelta
complaint,seriously! My flight his been delayed now for over 20 minutes because nonone could figure out how to get we water??? Wtf?
complaint,Way to go United. Not only have you treat me like **** today. The flight you guys put me on to fix the problem is canceled
complaint,Never fails  - maintenance delay AFTER an hour departure delay from inbound.
complaint,your service ******* sucks
complaint,just encountered a rather unhelpful flight attendant aboard flight 3060..
complaint,Wow  you sure know how to make your passengers feel dumb! Your side comments are making people on this flight feel terrible Ã¢Å“Ë†Ã¯Â¸Â
complaint,has the worst service ever!!! never again!
complaint,"When the  shift manager covers their badge and won't give you their name or I'd number, you know they're a joke."
complaint,why do you continually suck so badly? another simple flight from den to SJC yet another week you ***** up my meetings- incompetent !
complaint,Still can't get over how bad and terrible customer service was on my flight to Vegas flying  \U0001f620
complaint,"Though I hate the cattle call, I love flying  Great people. (at  (DAL) in Dallas, TX)"
complaint,You are by far one of the worst airlines I've flown recently. Thanks for delaying my trip for hours &amp; bumping my seat! #******
complaint,"So yesterday our  imapact server arrived damaged by  , and now we find out they dont cover anything"
complaint,Lousy lousy #customerservice
complaint,When  employees throw your bag so hard it breaks your mascara tube packed deep\u2026
complaint,1 hour &amp; 2nd call to CS b/c promo code wont work. 13 min hold because customer service doesnt know what to do.
complaint,"heard back from cust service and they addressed a previous issue, NOT my current issue. Need them to look at current problem!"
complaint,"Flight cancelled. The rebooked flight cancelled 1 hr later. Called customer service. After 1 hr hold, was put back on 1 hour hold."
complaint,flight MIA-MEX 1303 ... And you guys wanted a second chance to improve service
complaint,this 13 hour overnight delay is giving jet lag a new meaning
complaint,Got on early flight to Vegas on  disgustingly dirty! Food on the floor in my seat!
complaint,has horrible ticket date adjustment options. fly with someone else. Ã°Å¸â€Â«
complaint,"Never booking  ever again. Terrible service, cancelled flights due to maintenance , just over all horrible experience. You suck"
complaint,"I repeat, DO NOT fly  if you want your bags to make it to your destination. Why the **** did I pay $60 in the first place?!?"
complaint,NEVER flying  again. EVER. Oh you'll answer my call in 12-13minutes? Cool. Never again.
complaint,you reshedule then your late boarding on the resched and gate agent shows up only to be rude to everyone who approachs
complaint,So not impressed with  employees. Incredibly rude. Definitely not flying with them again. #disappointed #whereareyourmanners
complaint,40 minute wait for bags.... Still waiting!!! No answers!! 
complaint,You asked how my flight was to NRT? Broke down at YokotaAB sitting around for over four hours after a 13 hour flight. #FAIL
complaint,"Since  doesn't actually cooperate, maybe this wouldn't be a bad outcome."
complaint,very poor service from  today. been traveling since 3 AM and hotel vouchers don't work w/ 30 very angry people. please explain?
complaint,Two  flights today and two maintenance issues to go with them. Delayed again. Will we ever get to Buenos Aires??
complaint,$100 for 6lbs worth of ****. First bag was 35 lbs. 15 lbs light. second was 56lbs. 6lbs heavy **** 
complaint,"3 hour flight delay, 1 hour sitting on a broke plane !!!! Thanks  I'm having a great experience tonight, 3 hours to 8 !!!! #DFW"
complaint,"Hello, I'd like to make a complaint about Thomson check in at BHX on 6 March. What is the best way to do this? Thanks"
complaint,Stuck at the airport for 8 hours bc  has had overbooked flights since 10 amÃ°Å¸â„¢Æ’
complaint,So not only am I 3+ hours behind schedule but I nearly had a medical emergency in the process.
complaint,Awful customer service from a company centred around profit not customer service. Any response  ????
complaint,"Had to drive to Love Field to pick up, baggage office was empty, my bag unattended. Usually a  fan but pretty disappointed"
complaint,S/O to  for ruining my moms wedding in Costa Rica. We've been waiting for 3+ hours for maintenance delays with NO UPDATES!!
complaint,"agent neglected to tell me I could use FF miles instead of paying over $1,000 to change a flight. Feeling majorly ripped off."
complaint,"flying United out of EWR and was waiting for a problem. Got it! Planes here, skies clear, crew is here but no pilot. Always an issue"
complaint,why is it that you cannot help your customers out when you switch there flights ?! Unacceptable customer sevice #neveragain
complaint,worst customer service giving people's seats away when the gate is still open. Then not willing to talk about it. Get a clue.
complaint,endless waiting line for the customer service.
complaint,"Yes, the pilot was about 10 minutes late.  However the plane was 90 minutes late!  I'll contact CR thx"
complaint,this is what the first class armrests on AA1346 look like. Disgusting!! This is your premium class??
complaint,I don't think I've ever had a  plane that wasn't delayed Ã°Å¸Ëœâ€™
complaint,"Traveling from Lima to Miami with an infant in  . Staff rude, not helpful and lied about getting us a crib"
complaint,F*ck  the worst airline in the history of airlines
complaint,Flight canceled due to mechanical failure. no flights until tomorrow.  is letting me down. Time to switch to another airline!
complaint,your customer service is amazing NOT! Hours spent on the phone &amp; still you will not take responsibility....DISGRACEFUL!!
complaint,"Worst flight / customer service experience ever on  today. Flight delayed w/ no updates, stranded in Philly, no CS reps anywhere"
complaint,Remember last week when I flew  and the person behind me threw up everywhere delaying my flight 45 minutes LOL
complaint,How dare a  agent yell at a passenger and tell them they can't help due to a 'high call volume'? Absolutely embarrassing
complaint,I hate  so much. Truly the worst customer service &amp; planes #sameshitdifferentday #5hourdelay
complaint,", the #GoGoApp has horrible reviews and is frustrating "
complaint,Hey  $125 for a 56.5 lb bag? Are you ******* kidding me? I paid $10 for Internet just to tell you to go **** yourself.
complaint,we've been waiting for our bag for longer than one should have to wait. Very sub par customer service
complaint,don't bother we are on our way home !!! This is disgusting !! Your customer service is unacceptable !
complaint,Having many problems with  customer service. Now they arent responding to my emails. Please help me resolve my issue
complaint,please stop putting entertainment wifi brochures on planes that do not have the service. So frustrating!
complaint,Thanks  for 2nd time in 3 days I carried my luggage up&amp;down stairs outside in the rain. No more growing pains. #nomoreexcuses
complaint,"AA apparently changes seat cushions so that they are up to regulation at 2pm, delaying all passengers"
complaint,just a reminder how crappy of an service airline you are. Peoples jobs are counting on you as you fix a flat now that has been flat
complaint,I wasn't going to post on social about our horrible service from  but even their on line complaint form is horrible. No choice.
complaint,Flight is cancelled and  is forcing a mom and her young child to sleep on a cot instead of giving her a hotel room great job
complaint,cancelled our flight... Customer service has a 35 min wait and the website isn't working ?!?
complaint,customers trying to get home for their own safety.Stop charging them to change their tickets.  Profiting thru fear? Shame on you.
complaint,"Never flying  again, 45 mins and counting of sitting on taxi-way for manifest discrepancy un-fing-real! Never again!!! MIA-LAS"
complaint,still impossible to check-in using your app. Been trying for months now. In addition I do not get my complementary Econ plus now.
complaint,if you can provide anything else other than info would be appreciate. My entire day has been ruined.
complaint,unable to print boarding pass from originating flight in Bozeman and have to get it during layover. Customer service couldn't help
complaint,slightly more helpful than your useless reps in hotel! They obviously think we're mind readers! Surely a text/email good idea?
complaint,Been in this plane for 6hrs when it was supposed to be a 3hr flight max!!! Not even home yet!!! Ridiculous #AmericanAir
complaint,"if you know a flight attendant is delayed 2 hours, how can you not replace them?!? It's a wholly fixable issue"
complaint,you need to treat your customers better. I have a lot of patience but my lord are they tested with your airline
complaint,it's cool. I don't have to go to work on Monday or anything. Love that I'm losing a full day of work because Yall are terrible
complaint,very disappointed and upset at service at one of your 'flagship' stores Sunday. We have now lost the holiday we wanted - poor!
compliment,Just had an excellent display of customer service from  - very helpful and resolved our potential issues ahead of our flight.
compliment,good flight in from HKG today. Solid BC service.
compliment,S/O to  for having the best flight crew I've ever had. These flight attendants deserve raises.
compliment,Muchas gracias for the great service  and Fernando Gonzalez.
compliment,Hey  nice job: Welcome to San Diego! Your bag has arrived on an earlier flight. Please see a United Baggage Service representative.
compliment,storm is brewing... #dfw get me home.. 
compliment,Some good internet speeds on my  flight w/  Definitely better than my previous experiences #avgeek
compliment,Kudos to  for finally delivering impeccable #firstclass service! 1417
compliment,"Please donÃ¢â‚¬â„¢t follow  IÃ¢â‚¬â„¢ve preferred you, so far. Lead by customer satisfaction!"
compliment,"Take  instead. Passengers may be of a different calibre, better behaved &amp; top notch cabin crew service "
compliment,wow super gusty winds pilot on #774 showed nerves of Steele thanks for getting us on the ground safely!
compliment,"Also,  I did want to make it clear that we had a great flight from ORD - SFO and the crew was amazing. But why did you swap planes?"
compliment,"Gracious   passengers, crew &amp; security: Thanks so much for helping me get my Kiddo safely on her flight in time."
compliment,"Great  gate folks at PDX. Mechanical issue meant a rerouting to KC. Quick, easy, pleasant!"
compliment,Yay  thanks for the  credit! :) 
compliment,"Differences in customer service experiences on TwitterÃ¢â‚¬Â¦ = fast, polite, informative = slow resulting in useless"
compliment,Shoutout to the  flight attendant who hooked up the free drink and brought me my GoPro I left behind when changing seats. #mvp
compliment,Changed my flight 4 times because a MOH has got to be with her bride. Thanks  for making changes (cheap!) and easy. #crunchtime
compliment,"Thanks to CB from  for rebooking my flight! After hours of chaos, I finally have my answers! #needsaraise #sentfromheaven"
compliment,That wonderful feeling when they call your name at the gate because you got an upgrade. Thanks  #travel
compliment,Thanks  for gr8 customer service. Got to ORD earlier than expected + your agent was able 2 get me on an early flight to DSM #awesome
compliment,Shout out to Mary working  baggage claim late shift at MSP Airport tonight for going the extra mile! #customerservice
compliment,"Landed safely in Spokane. Thank you  for a smooth flight. Now, time to head to the hotel and prep for the  tourney."
compliment,And it's even better when you get me on an earlier flight and we land 30 min early! Seriously awesome 
compliment,kudos to Kristin for getting me on my next flight to Den after a previous cancel!
compliment,and thank you Twitter sw folks
compliment,OMG luck of the Irish my fight is delayed an hour and I'm running late for the first time ever  Ã°Å¸Ââ‚¬Ã°Å¸â€˜Â¸Ã°Å¸ÂÂ¼Ã°Å¸â€™Â¯Ã¢Å“Ë†Ã¯Â¸Â
compliment,Just landed on the  inaugural to  Thanks for having us on board! 
compliment,Thanks for being so gr8  no issues these series of flights. #vetsflying
compliment,Very Impressed with the  in flight info/entertainment system.
compliment,best service ever! #happyemployees #happycustomer #usa #travel #luxury ^.^
compliment,Thank you to  for your flexibility and amazing support on Twitter. You gave us one less thing to worry about. We are ever thankful.
compliment,Airline Food For Vegans; I flew with  and they had a great Vegan meal on each leg\u2026
compliment,I always believe in being fair too. Super kudos to  for always being responsive to my social media pings. Best customer service
compliment,Thank you  Ã¢Å“Ë†Ã¯Â¸Â 
compliment,"With the kind of day I've had, this is incredible  You da best. "
compliment,Huge thanks to V at the  Advantage Desk. He went above and beyond.
compliment,Amazing feat of engineering this gentle giant #A380! My favorite plane to fly long haul   
compliment,are really impressing me tonight great #shout-out# van gaal
compliment,"Again, thanks for taking me there  Sending #GoodVibes your way! #AmericanAirlines #Upgrade #NYC #Miami "
compliment,Wow  so impressed  your #military discount fares! Thank you - going to visit my beautiful 97 Grandmother who was #navy spouse!
compliment,impressed by how easy it was to handle a refund dispute following a glitch on your website. Well done!
compliment,Again wonderful flight attendants and pilots on both flights today.  1547 from Las to dfw and 2333 from dfw to ORF.
compliment,Made it to  safe and sour.. Thank you  for another great flight. See you in two days. #limelife 
compliment,S/O to Warren with  for being the only helpful representative today!
compliment,"- flight attendant, Donnie, on flight 1015 from Dallas to Lubbock, TX today went above and beyond his duties. Great service!"
compliment,"very busy at the Airport Express today, but great service from Grace Lee, checking my visas and educating me! #cheers #cx"
compliment,"Thanks again LA! Hope to be back very soon... And we hope to have good service with  to JFK... Until next time, bye bye!"
compliment,Thanks Shay in Dallas for being so helpful.
compliment,Thanks to  for helping me adjust my flight after the original flight changed by quite a bit this morning.
compliment,"The last 2 flights, were the first ones that I have a nice cabin crew team flying with us"
compliment,thanks to Travis and Donna for being exceptionally helpful in customer service at Phoenix ... 
compliment,compensation received and matter closed. Thanks for 'finally' taking care of us ðŸ˜„
compliment,#ThatMomentWhen I forget to check-in for my Ã¢Å“Ë†... Love that I pd for early check-in knowing I would forget! Ã°Å¸Ëœâ€š Thx  #thatwaseasy
compliment,Special thanks  flight 1087 for finding these that I left behind and notifying me so I could pickup at #LAX
compliment,"Thanks for the views this evening,  #facemelts #pnw "
compliment,on 3645 and 381 this AM. #exceptionalservice #deltarocks
compliment,BIG kudos to Michael  Thank you so much for helping me save face and fix a booking error for my client. #customerservice
compliment,A big Thank You to  for donating flights to the #BMWCharityProAm the count down is on!!
compliment,LÃ°Å¸ËœÂVE  - the BEST. Can't stand to fly anyone else.
compliment,Easiest 11hr flight I can remember. Thanks  for perfect end 2 our #milkandhoneymoon in
compliment,Traci is the best flight attendant EVER  #living #backtonyc
compliment,#firstclass upgrade someone's smiling tonight. Well smiling and #yawning Ã°Å¸ËœÅ¡Ã°Å¸â€™Â¤Ã°Å¸â€™Â¤Ã°Å¸â€™Â¤ Thank you  
compliment,adds service from Memphis to Phoenix -  
compliment,"Shoutout to Missy on the BWI gate crew, who helped this dope who left his iPad on the plane."
compliment,are the best
compliment,has great internet and movies
compliment,"Experiencing flying with the second best airlines in the world awarded by Skytrax,  in my blog"
compliment,are the best
compliment,amazing! You would rather my family get Zika than refund my ticket.  gave me a refund no problem.
compliment,you are truly lucky to have your employees at EWR. They really are some of the kindest people around. So much so that I unprotected
compliment,"Landed in Melbourne, thanks to  for a great flight #F1 #AustralianGP #TeamLH "
compliment,Props to Karen . premier desk. Friendliest &amp; most helpful representative!! #customerservice
compliment,Ooooo.  I like what you did w interior of ex  a319. Smart looking new seats.
compliment,lol thanks  for the 2 minute heads up Ã°Å¸â„¢â€ž 
compliment,thanks for the awesome #americanview of New York City! #lovethatplace 
compliment,Hey  You Found my Luggage! Picked it up and everything was there. I'm Happy! Happy! Says me
compliment,coming in clutch again. Wasn't supposed to leave until 1050 and now delayed an hour. Thank goodness I fly  next week.
compliment,great service provided by FA Robin in first class on AA1994 PHL-ORD yesterday  keep it up
compliment,"flew  Singapore - London return in September 2015 best #airline by far - service, staff, new airplanes"
compliment,Shoutout to  for the free drink! #HappyStPatricksDay Ã°Å¸Ââ‚¬
compliment,24hrs later... back en route to Doha. Thank you Isso at  &amp; Isabelle &amp; Thomas at #ZRH Lost &amp; Found! Ã°Å¸â„¢ÂÃ°Å¸ÂÂ¼ 
compliment,customer service agents make Donald Trump seem like a reasonable person
compliment,"Taking off SFO-HNL on  Always use #unitedairlines app, it's great! #Aloha"
compliment,your agent told me an economy or business ticket is higher status. So glad I bought a first class ticket. #unitedfail #what
compliment,gate agent Jennifer is offering a courtesy carry on bag check in. Thank you. This will assist with speedy boarding.
compliment,Super friendly  has done it again with the extra care for the customer #thanksguys #awesomeness
compliment,"thanks to David working the LAX to JFK flight today. Got me an early bday present , aisle seat change. Very sweet!  #nomadness"
compliment,Ur 4given 4 no online bag chk. Gr8 cust serv peeps to check bags in  Even security was easy. #AmericanAirlines
compliment,"Had a great first experience with  Very nice leg room even for economy, great service! #recommended "
compliment,bumpy flight from PIT to DCA today but awesome view of monuments. Thanks! 
compliment,Come fly with us at  instead! You can be guaranteed of a certain kind of service with us.   
compliment,Thanks  got to the east coast! #firstTimeinNYC 
compliment,Haven't flown with  in a minute. Super comfy seats and super friendly staff flying out of  this AM!
compliment,"Thank you for the information, we are all praying and standing with you today   "
compliment,more good news!! Another delay-4 delay updates!! All over the board-right hand say hello to left hand!!#unitedsucks#UA does not care
compliment,Thanks to  for seeing that flight delays would affect our trip. They put us on a different flight before we had a chance to ask.
compliment,love the view flying into Bermuda last night
compliment,Thank you  for direct flight to DC from Omaha. Plus great TV watching in flight!
compliment,Back to back amazing FA crews on  5276 and 5258 tonight. Great service on all AA flights this week.
compliment,I feel very special! My favorite airline  sent me a present! Thank you for the speakerÃ¢ÂÂ¤Ã¯Â¸Â #Nashville 
compliment,please start flights from new international Airport Chandigarh India to Singapore London Glasgow Scotland Thanks
compliment,Oh! Happy birthday Thank you for giving me a place to yell at  in front of 20k+ people &lt;3 #LoveTwitter
compliment,thanks for taking care of musicians on your flight. You handled our guitars with care and let us carry them on. Thank you
compliment,special thanks to Ms Charlotte Chen of SA478 on 18th April to SA. She made sure me and my 4months old baby had lovely journey!
compliment,Thank you  for getting  and I home safe from #JFK today. Gaston our flight attendant in first class was awesome!
compliment,"Thank you  - #luv the way you always get us where we need to go! From 35,000 feet on FREE wi-fi! Ã¢ÂÂ¤Ã¯Â¸Â "
compliment,Thank you  for following through on your word and delivering my luggage. I appreciate your responsiveness.
compliment,Rose is the Austin club is fantastic.  Thanks to her for the #flierfriendly welcome.
compliment,Kudos to head flt attendant Greg on AA768 Mar23. Great service in First Class and he is so polite. It was a pleasure!
compliment,Great  SQ602 flight from SIN to ICN on 23.03. Very supportive &amp; kind cabin crew team. Especially Mr. Philip Goh! Thank you!
compliment,Thank you for a wonderful flight to San Francisco! 
compliment,Your cust svc was excellent in adjusting my reservation as requested which resulted in a double booking. Easy and great! 1/2
compliment,Thank You Maria Kelly at Dallas Office for being a great call center agent.
compliment,Loved my weekend trip to Atlantic city but so glad to be back home. Thank you to the crew of
compliment,Robert F. on Flight 1404 was the best flight attendant I've ever had.  Great personality and jokes!
compliment,crew on 2812 to ALB last night was fantastic!!!
compliment,Just saw a  747-400 go overhead and had to stare and watch. Such an amazing plane that won't because flying too much longer.
compliment,Thank you  for my super cheap flight to Seattle this summer to visit one of my best bud! #SWA #FavoriteAirline Ã¢Å“Ë†Ã¯Â¸ÂÃ¢ÂÂ¤Ã¯Â¸ÂÃ°Å¸â„¢Å’Ã°Å¸ÂÂ¼
compliment,Kudos to our flight attendant Cheri on Dl5258 she made the entire flight amazing \u2708\ufe0f\u2708\ufe0f
compliment,FA on UA4506 BNA - ORD name is Dawn was the absolute best. Best I've seen on either regional or mainline in like forever. Recog her
compliment,just had a nice conversation with reservation person named Connie - very helpful and pleasant to deal with !\U0001f600\U0001f600
compliment,"Bravo  The #vegan meal was offered to everyone on my flight, along with mango sorbet instead of ice cream."
compliment,Thank you  &amp; staff for helping bring abandoned pups to the US from Puerto Rico! Ã°Å¸ÂÂ¾Ã¢Å“Ë†Ã¯Â¸ÂÃ°Å¸ÂÂ¾
compliment,Finally flew  for the first time. Have to say it was pleasant. Nice aircraft and solid crew. Thanks for a safe flight
compliment,Dallas'  earns nod as best airline for Ã¢â‚¬Ëœvacation valueÃ¢â‚¬â„¢ travel  |  
compliment,Thanks  All (four) drinks on meeee!! 
compliment,Thanks  and  ( for the free ride! #ExecPlat #UberAloha 
compliment,Retweeted United ( Thanks for flying the #FriendlySkies! ^NM
compliment,"Love getting 2 flights for $500 TOTAL to see my BFF in July. Thank you,  -and thank you   for being a hub!"
compliment,Culture drives stellar customer experiences.  #saparibalive #womenleaders 
compliment,Thanks for stranding me in Baltimore.
compliment,"Well, the airport wasn't serving wine yet, but  certainly was! Ã°Å¸â„¢Å’Ã°Å¸ÂÂ¼ AND first drink free bc of #StPatricksDay Ã°Å¸â€˜ÂÃ°Å¸ÂÂ¼ Ã°Å¸â€™Å¡"
compliment,Well done  for the delicious food at dnata  cargo building launch. Great job!
compliment,Hey  I suggest getting an emotions researcher on board to re-tune your biased customer satisfaction survey. 
compliment,#TheSceneOfTheCrime: at #CLT to file police report. Officer very helpful.  can teach  #CustomerService 
compliment,"Home sweet home. Took a while, but we made it. Thanks for the safe flights "
compliment,Thank you  for the wifi. It's making this flight more enjoyable! 
compliment,"Thanks for making my complementary wine, Steve. That's why I fly  #bestflightattendants "
compliment,Hey  thanks for not putting my PreCheck on my boarding pass...it's great doing all this extra **** for no reason
compliment,thanks for the quick action! That is why I fly you.
compliment,"Back in September when I flew to Dallas to meet up with my best friend, I used  and it was absolutely incredible service 5/5 :)"
compliment,Please send email address for sales rep of Go USA &amp; Canada air pass. Thanks
compliment,Flight attendant sung to us as we landed in Portland. Thank you for great customer service  !
compliment,are really impressing me tonight great #shout-out# van gaal
compliment,you are the best. You're customer service is delightful. Ã°Å¸ËœÂ
compliment,Oh yes! The beauty of #Oregon never ceases to amaze me. Thanks for the flight  #Travel. 
compliment,thank you. String of great flights
compliment,your customer service is top notch. looking forward to flying with you in the future!
compliment,"Thank you to  . No change fees &amp; free checked luggage, literally a life saver when I had to change my trip \U0001f64c\U0001f3fc"
compliment,Help  Southwest Countdown to Cuba to provide daily nonstop service to FL&amp;Cuba 
compliment,"Elaine with AMEX Skymiles, you are awesome! Thanks for helping us out!"
compliment,Thank you Marion for your superb service on flight #1150  !!! Much appreciated!:)
compliment,"YOU GUYS ARE THE BEST. I just got off with the SWEETEST customer service rep, plus y'all have NO change fees. #baller #love"
compliment,intentionally scheduled delay due to incoming aircraft arriving 10 min after boarding time#disorganized
compliment,Thank you  for playing Beach Boys while I board my flight :))
compliment,Thanks  another article in  I just read on my  flight is very good too #travel 
compliment,"Last weekend I wasn't happy with  but this week Lila, in their call center was great at getting me home for a funeral-thank you"
compliment,best matchmakers? I sat next to 2 strangers who definitely made a connection on our flight Ã¢ÂÂ¤Ã¯Â¸Â #loveisintheair #modernromance
compliment,Happy St. Patrick's Day from the best stews in the industry! 
compliment,13.1M plus 2M How cold was it? PR cold baby! 1:41:58 Thank you   airbnbÃ¢â‚¬Â¦ 
compliment,Credits to   #Bahrain #Etihad #Stewardess #AbuDhabi #Dubai #Doha #UAE #QatarAirways #Qatar #GulfAir #M\u2026
compliment,Be proud of your employee Greg Aragon professionally and quickly kicked a *****/offensive passenger off the plane #LAX to PHX
compliment,"YOU GUYS ARE THE BEST. I just got off with the SWEETEST customer service rep, plus y'all have NO change fees. #baller #love"
compliment,. receives warm reception at gate before departure  Thank you for serving! #SLCAirport
compliment,"Thanks,  for making it possible to watch my  play from my flight to West Palm Beach. "
compliment,thank you so much for helping get my family and I home from India yesterday to UK after being treated so badly by  Ã°Å¸â€˜ÂÃ°Å¸â€˜Â
compliment,My delayed  flt that they won't let me on bc I'm only 8 min BEFORE the delayed departure time. #1kMeansNada 
compliment,just spent 40 minutes with your rep Darlene on the phone. She saved my honeymoon. I owe you one Darlene. Love you AA
compliment,1st flying with  this morning and little bit delay coz bad weather
compliment,&amp; thanks to  for saving my trip home! I feel so blessed for these learning experiences &amp; the opportunity to see my family Ã°Å¸â„¢Â
compliment,Wow the  people are so nice and helpful. Soooo much better than the  punks.
compliment,thank you for hiring the most entertaining flight attendant ever.
compliment,"Hey  and  even though we had plane issue in SLC that delayed us an hour, IÃ¢â‚¬â„¢m blown away by the service. Well done by all!"
compliment,Wow. Nice touch  - thanks for the Bluetooth speaker! #nashville #southwestÃ¢â‚¬Â¦ 
compliment,Thanks to  cabin crew member Kimberley from Orlando. Saved our bacon by finding/returning work phone &amp; prized  \u2764\ufe0f
compliment,"Impressed  . Affordable, organized, friendly, early arrival, spacious, pretzels AND peanuts."
compliment,"Impressed  . Affordable, organized, friendly, early arrival, spacious, pretzels AND peanuts."
compliment,"Great service today at the T2 ATL Skyclub by Shannon, he makes the early flight more bearable! #DeltaDifference"
compliment,Thanks to cabin + flightdeck crew of flight 865 HAM-EWR on 04/17 for a pleasant flight + outstanding service
compliment,Thank you very much for the drinks. You are my favorite airline and I appreciate the appreciation.
compliment,Completed complaint form describing horrors of SWA customer service available from state Attorney General. #southwestheart
compliment,Shout out to Shannon (from message). U really helped me out today. I appreciate everything U did for us today.
compliment,Al Safwa first lounge is more than fantastic.  Thanks for making Doha special.
compliment,Love  for letting me to get on in an earlier flight.... You rock!!
compliment,Brilliant! Thank you! ;-)
compliment,"Sweet. Thanks,  - I guess.. "
compliment,"Thank you,  for having the only flight attendants to ever ask me if I'd like a second cup of coffee. #arrivecaffinated"
compliment,Thank you  social 4 getting me home sooner! You saved my sunrise  photoshoot tomorrow. 
compliment,Hey  paid $5 for a movie I can't watch! Thanks Ã°Å¸Ëœâ€™ 
compliment,Wasn't looking forward to 1 am  flight LAS-&gt;DFW. Thoroughly impressed by new A321. #leather #flyingcoach 
compliment,even if  doesn't win the  bid - it has a strong customer base and is pushing new sales  #aviation
compliment,I can't say enough about Debbie at the ATO Help desk. She fixed 2 tickets for intl pax for me. She's the best!!
compliment,greatest flight attendants last night on flt 4480 from atl-Lga . They definitely should get a huge raise.
compliment,ORD C24 UA206 - best run gate ever! Anja and UA Gate staff were amazing! Great start to my week! Thanks!
compliment,"Some frustrating circumstances today, but I definitely felt the LUV from  Thanks to SWA employees at SNA &amp; Maddie for helping!"
compliment,Thanks  for serving the travel needs of #Nashville &amp; making it easy to  for 30 years! 
compliment,Erica and staff at the  lounge in B-Terminal ATL are superb #southernhospitality #goodmorningyall
compliment,To the LGA  counter attendant who gave me with a drink coupon after learning I ran the NYC half: Thank you! I feel the #LUV Ã¢ÂÂ¤Ã¯Â¸ÂÃ°Å¸Â¤â€”
compliment,Tonight I'm on a flight JFK/Aus the new interior design A+ lighting and TV's are great.  Well done and thank you.
compliment,AAvantage customer ROCKED this morning. Thanks for resolving my account issues.
