ID,SALARY,START_YEAR,GENDER,REGION,T-LEVEL
140556,86036,2006,m,EMEA,T3
140557,80440,2006,f,APJ,T3
140558,79343,2003,f,APJ,T3
140559,78293,2003,m,EMEA,T3
140560,65387,2007,m,EMEA,T3
140561,93884,2006,m,EMEA,T3
140562,79832,2006,m,NA,T3
140563,102426,2007,f,APJ,T3
140564,80115,2005,m,NA,T3
140565,85487,2010,f,EMEA,T3
140566,80306,2003,f,EMEA,T3
140567,70976,2002,m,APJ,T3
140568,65551,2008,m,APJ,T3
140569,76476,2006,f,EMEA,T3
140570,82986,2005,m,NA,T3
140571,73461,2003,f,APJ,T3
140572,98668,2006,m,EMEA,T3
140573,86619,2010,m,APJ,T3
140574,77253,2007,m,APJ,T3
140575,74877,1999,m,EMEA,T3
140576,75998,2006,f,APJ,T3
140577,89271,2005,m,NA,T3
140578,75130,2007,m,APJ,T3
140579,87864,2007,m,APJ,T3
140580,76469,2001,f,APJ,T3
140581,98095,2006,m,APJ,T3
140582,88410,2007,f,EMEA,T3
140583,80771,2009,f,NA,T3
140584,72309,1999,m,NA,T3
140585,95556,2008,m,NA,T3
140586,87169,2003,f,EMEA,T3
140587,93953,2001,f,EMEA,T3
140588,67187,1998,f,APJ,T3
140589,86737,2004,f,NA,T3
140590,69132,2008,m,EMEA,T3
140591,76540,2008,f,NA,T3
140592,80215,2002,m,APJ,T3
140593,79337,2002,f,APJ,T3
140594,89820,2008,f,APJ,T3
140595,77448,2002,f,EMEA,T3
140596,80343,2006,m,NA,T3
140597,80206,2001,m,EMEA,T3
140598,72826,2007,f,EMEA,T3
140599,72085,2005,m,NA,T3
140600,75864,2004,m,EMEA,T3
140601,74376,2001,m,NA,T3
140602,67590,2000,m,APJ,T3
140603,80566,2005,f,EMEA,T3
140604,75931,2006,f,EMEA,T3
140605,72726,2004,m,EMEA,T3
140606,69859,2006,m,APJ,T3
140607,84821,2008,f,EMEA,T3
140608,101093,2005,m,APJ,T3
140609,84469,2006,f,EMEA,T3
140610,79395,2004,m,APJ,T3
140611,89376,2004,m,EMEA,T3
140612,62835,2004,m,APJ,T3
140613,82087,2006,m,EMEA,T3
140614,94543,2006,f,EMEA,T3
140615,95400,2010,m,EMEA,T3
140616,75120,1998,m,APJ,T3
140617,84676,2002,f,EMEA,T3
140618,83806,2008,m,EMEA,T3
140619,60682,2006,m,EMEA,T3
140620,76125,2000,f,APJ,T3
140621,86454,2005,m,EMEA,T3
140622,65435,2006,m,NA,T3
140623,87339,2003,m,NA,T3
140624,77805,1998,m,EMEA,T3
140625,76735,2005,f,EMEA,T3
140626,70874,2009,m,NA,T3
140627,89566,2006,f,APJ,T3
140628,69798,2004,m,NA,T3
140629,89964,2010,f,NA,T3
140630,76952,2004,f,APJ,T3
140631,69825,2000,m,NA,T3
140632,74997,2005,f,EMEA,T3
140633,80449,2007,m,APJ,T3
140634,97835,2006,m,EMEA,T3
140635,88050,2012,f,NA,T3
140636,87708,2003,m,EMEA,T3
140637,97479,2006,f,NA,T3
140638,74823,2006,f,EMEA,T3
140639,74775,2007,m,APJ,T3
140640,94643,2002,m,NA,T3
140641,82595,2005,m,NA,T3
140642,74613,2008,m,EMEA,T3
140643,86591,2004,m,APJ,T3
140644,96159,2005,m,APJ,T3
140645,90427,2008,f,APJ,T3
140646,81281,2007,m,NA,T3
140647,74794,2008,m,APJ,T3
140648,84479,2005,m,APJ,T3
140649,87631,2006,f,EMEA,T3
140650,89084,2011,f,EMEA,T3
140651,62900,2004,f,APJ,T3
140652,69340,2006,m,APJ,T3
140653,88330,2008,f,NA,T3
140654,65093,2005,f,APJ,T3
140655,76154,2003,f,EMEA,T3
140656,74485,2007,m,APJ,T3
140657,78424,2004,m,APJ,T3
140658,95900,2006,f,EMEA,T3
140659,92493,2010,m,NA,T3
140660,79487,2007,f,APJ,T3
140661,84030,2008,m,EMEA,T3
140662,94688,2009,f,NA,T3
140663,78016,2000,f,APJ,T3
140664,65940,2009,f,EMEA,T3
140665,83854,2002,f,NA,T3
140666,76674,2009,f,NA,T3
140667,82887,2006,m,EMEA,T3
140668,66992,2007,f,EMEA,T3
140669,95903,2009,m,NA,T3
140670,75972,2001,m,APJ,T3
140671,76781,2000,m,EMEA,T3
140672,92469,2003,f,NA,T3
140673,78599,2005,m,EMEA,T3
140674,76040,2005,m,APJ,T3
140675,87401,2004,m,NA,T3
140676,94904,2008,m,NA,T3
140677,81896,2001,f,APJ,T3
140678,72269,2005,f,APJ,T3
140679,86276,2011,f,NA,T3
140680,64557,2004,m,APJ,T3
140681,80822,2003,f,APJ,T3
140682,75647,2009,m,APJ,T3
140683,87584,2005,m,EMEA,T3
140684,77121,2008,m,EMEA,T3
140685,73663,2008,f,EMEA,T3
140686,91913,2001,m,APJ,T3
140687,73703,2005,f,APJ,T3
140688,69706,2007,m,APJ,T3
140689,90530,2005,f,NA,T3
140690,79084,2005,m,APJ,T3
140691,76011,2005,f,APJ,T3
140692,80465,2004,m,NA,T3
140693,90636,2007,m,NA,T3
140694,83386,2006,m,EMEA,T3
140695,80274,2001,m,APJ,T3
140696,95600,2003,f,EMEA,T3
140697,83317,2002,f,APJ,T3
140698,79933,2008,m,EMEA,T3
140699,60417,2007,f,EMEA,T3
140700,72632,2003,m,NA,T3
140701,85293,2006,f,EMEA,T3
140702,80322,2010,m,APJ,T3
140703,81556,2002,f,NA,T3
140704,79420,1999,m,APJ,T3
140705,98727,2003,f,EMEA,T3
140706,82998,2002,f,EMEA,T3
140707,65987,2012,f,NA,T3
140708,74070,2004,f,NA,T3
140709,72111,1999,m,NA,T3
140710,77412,2002,f,APJ,T3
140711,76662,2005,f,NA,T3
140712,78145,2003,f,APJ,T3
140713,90613,2005,m,EMEA,T3
140714,81092,2004,m,NA,T3
140715,83209,2005,m,APJ,T3
140716,79964,2005,f,APJ,T3
140717,84441,2005,m,APJ,T3
140718,77160,2011,m,EMEA,T3
140719,88141,2000,f,NA,T3
140720,83139,2006,f,NA,T3
140721,93961,2010,f,EMEA,T3
140722,90564,2002,m,EMEA,T3
140723,80807,2003,m,EMEA,T3
140724,72093,2004,m,NA,T3
140725,93591,2010,m,EMEA,T3
140726,67931,1999,f,EMEA,T3
140727,96257,2005,f,APJ,T3
140728,88016,2004,m,APJ,T3
140729,63672,2006,m,NA,T3
140730,76189,2004,f,EMEA,T3
140731,97732,2006,f,EMEA,T3
140732,90714,2008,f,APJ,T3
140733,93095,1998,f,NA,T3
140734,71576,2008,m,EMEA,T3
140735,82140,2007,f,EMEA,T3
140736,96420,2004,f,APJ,T3
140737,74553,2003,m,APJ,T3
140738,74591,2004,m,APJ,T3
140739,87113,2000,m,APJ,T3
140740,83586,2008,m,EMEA,T3
140741,79878,2007,f,EMEA,T3
140742,65906,2005,f,NA,T3
140743,77624,2003,m,APJ,T3
140744,67122,2009,f,APJ,T3
140745,82808,2008,m,APJ,T3
140746,75156,2008,f,NA,T3
140747,61328,2008,f,EMEA,T3
140748,79795,2011,m,NA,T3
140749,90638,2003,f,APJ,T3
140750,83634,2005,m,EMEA,T3
140751,90002,2003,f,EMEA,T3
140752,75385,2003,f,EMEA,T3
140753,72924,2005,m,EMEA,T3
140754,88069,2002,f,EMEA,T3
140755,66579,2008,m,EMEA,T3
140756,77426,2010,m,APJ,T3
140757,91413,2009,m,EMEA,T3
140758,93960,2008,f,APJ,T3
140759,101039,2006,m,EMEA,T3
140760,72215,2000,f,NA,T3
140761,93414,2005,m,APJ,T3
140762,86156,2004,m,EMEA,T3
140763,81488,2005,f,APJ,T3
140764,70222,2010,f,NA,T3
140765,72057,2000,m,EMEA,T3
140766,71136,2006,f,APJ,T3
140767,90193,2001,m,NA,T3
140768,82744,2005,f,APJ,T3
140769,75171,2002,f,EMEA,T3
140770,79503,2004,m,NA,T3
140771,79588,2005,m,NA,T3
140772,84600,2010,f,NA,T3
140773,93435,2004,f,NA,T3
140774,68085,2001,f,APJ,T3
140775,94518,2003,f,APJ,T3
140776,76907,2004,m,APJ,T3
140777,90321,2008,f,EMEA,T3
140778,75159,2010,f,EMEA,T3
140779,84944,2008,f,EMEA,T3
140780,86714,2008,f,APJ,T3
140781,84548,2008,m,NA,T3
140782,74533,2000,m,EMEA,T3
140783,70434,2004,f,EMEA,T3
140784,74617,2010,f,APJ,T3
140785,90734,2008,m,NA,T3
140786,77804,2005,f,APJ,T3
140787,96970,2008,m,NA,T3
140788,86027,2004,m,NA,T3
140789,71750,2004,m,APJ,T3
140790,71500,2006,m,EMEA,T3
140791,91860,2005,f,NA,T3
140792,81490,2006,f,NA,T3
140793,66683,1999,f,APJ,T3
140794,89162,2004,m,NA,T3
140795,95415,2009,m,APJ,T3
140796,81158,2007,m,APJ,T3
140797,74143,2005,m,EMEA,T3
140798,77641,2008,f,APJ,T3
140799,73994,2008,m,EMEA,T3
140800,81764,2000,m,EMEA,T3
140801,78179,2001,m,EMEA,T3
140802,82835,2006,f,NA,T3
140803,79957,2008,f,EMEA,T3
140804,70384,2007,f,APJ,T3
140805,91681,2008,m,NA,T3
140806,73116,2010,m,EMEA,T3
140807,67721,2000,m,NA,T3
140808,87838,2010,m,NA,T3
140809,77580,2001,f,EMEA,T3
140810,80247,2006,f,APJ,T3
140811,84204,2006,m,APJ,T3
140812,80091,2002,f,EMEA,T3
140813,82582,2007,m,EMEA,T3
140814,77109,2005,m,APJ,T3
140815,87844,2010,f,APJ,T3
140816,77291,2008,m,EMEA,T3
140817,73312,2002,f,EMEA,T3
140818,70195,1998,m,APJ,T3
140819,67309,2002,m,EMEA,T3
140820,92315,2010,m,APJ,T3
140821,72083,2009,m,EMEA,T3
140822,82181,2011,m,EMEA,T3
140823,85955,2003,f,APJ,T3
140824,90189,2002,m,EMEA,T3
140825,66133,2007,m,APJ,T3
140826,79188,2005,m,NA,T3
140827,75191,2000,m,APJ,T3
140828,80164,2003,m,EMEA,T3
140829,84706,2002,m,APJ,T3
140830,69285,2006,m,NA,T3
140831,71979,2002,m,NA,T3
140832,84367,2005,m,APJ,T3
140833,83241,2005,m,EMEA,T3
140834,73504,2002,f,NA,T3
140835,86926,2004,m,EMEA,T3
140836,61916,2007,m,NA,T3
140837,84803,2006,m,EMEA,T3
140838,72516,2004,f,APJ,T3
140839,94427,2004,m,NA,T3
140840,78682,2007,m,NA,T3
140841,71929,2010,m,APJ,T3
140842,79559,2006,f,NA,T3
140843,82500,2001,f,APJ,T3
140844,74479,2007,f,NA,T3
140845,83922,2002,m,NA,T3
140846,79734,2001,m,APJ,T3
140847,79081,2004,f,APJ,T3
140848,86358,2004,f,NA,T3
140849,94650,2011,f,NA,T3
140850,76496,2004,f,EMEA,T3
140851,75815,2005,f,APJ,T3
140852,94818,2002,m,NA,T3
140853,71774,1998,m,NA,T3
140854,69819,2000,f,EMEA,T3
140855,69705,2007,f,NA,T3
140856,88112,2001,m,APJ,T3
140857,86000,2005,f,APJ,T3
140858,87672,2009,f,APJ,T3
140859,73572,2011,m,EMEA,T3
140860,76553,2010,m,EMEA,T3
140861,82711,2006,m,EMEA,T3
140862,67058,2008,m,APJ,T3
140863,93138,2001,m,EMEA,T3
140864,94649,2005,m,APJ,T3
140865,71868,2005,f,NA,T3
140866,72374,2004,f,EMEA,T3
140867,78000,2009,m,NA,T3
140868,80348,2005,f,APJ,T3
140869,65508,2008,m,NA,T3
140870,80739,2004,m,EMEA,T3
140871,60770,2006,m,APJ,T3
140872,68977,2005,f,EMEA,T3
140873,74260,2006,m,APJ,T3
140874,80507,2004,m,NA,T3
140875,83058,2002,f,EMEA,T3
140876,89362,2009,f,NA,T3
140877,87225,2003,f,EMEA,T3
140878,82655,2007,m,NA,T3
140879,81313,2004,f,EMEA,T3
140880,79851,2003,f,NA,T3
140881,71575,2009,m,NA,T3
140882,81387,2004,m,APJ,T3
140883,75306,2009,m,APJ,T3
140884,73126,2005,f,NA,T3
140885,97345,2004,m,EMEA,T3
140886,65887,2005,m,APJ,T3
140887,82795,2001,f,NA,T3
140888,81370,2009,m,EMEA,T3
140889,75110,2004,f,APJ,T3
140890,78136,2004,m,APJ,T3
140891,69355,2003,f,APJ,T3
140892,92421,2002,m,APJ,T3
140893,93306,2005,m,APJ,T3
140894,65184,2011,m,NA,T3
140895,90948,2006,f,APJ,T3
140896,88033,2010,m,NA,T3
140897,69356,2000,m,APJ,T3
140898,75972,2007,m,EMEA,T3
140899,71652,2004,f,NA,T3
140900,74372,2006,m,NA,T3
140901,74849,2008,m,EMEA,T3
140902,76094,1999,f,EMEA,T3
140903,83172,2003,f,NA,T3
140904,80588,2003,f,NA,T3
140905,86482,2002,m,EMEA,T3
140906,67388,2002,m,EMEA,T3
140907,83879,2003,m,EMEA,T3
140908,74555,2008,m,EMEA,T3
140909,80997,2006,m,EMEA,T3
140910,90077,2005,f,EMEA,T3
140911,92860,2003,f,APJ,T3
140912,76211,2006,m,EMEA,T3
140913,80996,2008,f,EMEA,T3
140914,71343,2005,m,NA,T3
140915,79984,2001,m,EMEA,T3
140916,75896,2004,f,NA,T3
140917,86193,2011,m,APJ,T3
140918,87149,2000,f,NA,T3
140919,65910,2001,f,APJ,T3
140920,93015,2005,m,EMEA,T3
140921,75100,2004,f,EMEA,T3
140922,77477,2006,f,APJ,T3
140923,88437,2006,m,NA,T3
140924,84622,2006,f,APJ,T3
140925,76016,2004,f,NA,T3
140926,91359,2002,m,APJ,T3
140927,92760,2006,m,APJ,T3
140928,77507,2005,m,EMEA,T3
140929,73838,2007,m,NA,T3
140930,64361,2009,f,EMEA,T3
140931,67844,2003,f,EMEA,T3
140932,80391,2010,m,EMEA,T3
140933,77704,2004,m,EMEA,T3
140934,79391,2004,f,EMEA,T3
140935,78884,2010,f,APJ,T3
140936,85847,2006,m,EMEA,T3
140937,94009,2004,m,EMEA,T3
140938,83597,2003,f,APJ,T3
140939,74899,2007,m,EMEA,T3
140940,70928,2003,f,NA,T3
140941,96535,2001,f,NA,T3
140942,65138,2003,f,APJ,T3
140943,84098,1999,m,EMEA,T3
140944,95733,2003,m,NA,T3
140945,73446,2004,m,EMEA,T3
140946,84574,2004,f,EMEA,T3
140947,75835,2005,m,APJ,T3
140948,72241,2003,m,EMEA,T3
140949,87484,2007,f,NA,T3
140950,76817,2008,m,NA,T3
140951,90479,2007,f,EMEA,T3
140952,90153,2010,m,APJ,T3
140953,66671,2004,f,EMEA,T3
140954,61524,2011,m,NA,T3
140955,84018,2007,m,APJ,T3
140956,88635,1999,f,EMEA,T3
140957,81310,2000,m,APJ,T3
140958,80518,2000,f,EMEA,T3
140959,78503,2006,f,NA,T3
140960,65157,2008,m,EMEA,T3
140961,78159,2001,f,APJ,T3
140962,70919,2002,m,APJ,T3
140963,71529,2007,m,NA,T3
140964,76476,2005,f,APJ,T3
140965,76132,2006,f,APJ,T3
140966,79895,2002,m,APJ,T3
140967,79251,2008,m,APJ,T3
140968,94072,2004,m,NA,T3
140969,69765,2008,f,APJ,T3
140970,61993,2010,m,EMEA,T3
140971,66675,2005,f,APJ,T3
140972,77663,1998,f,NA,T3
140973,91325,2002,f,NA,T3
140974,64143,2009,m,NA,T3
140975,89021,2000,f,NA,T3
140976,77696,2006,m,EMEA,T3
140977,86810,2006,m,APJ,T3
140978,68871,2004,f,NA,T3
140979,89034,2005,f,NA,T3
140980,76033,2000,f,EMEA,T3
140981,92923,2005,f,APJ,T3
140982,79009,2011,m,NA,T3
140983,91750,2010,m,NA,T3
140984,68948,2003,f,NA,T3
140985,89600,2012,f,EMEA,T3
140986,88803,2008,m,NA,T3
140987,87476,2006,f,NA,T3
140988,90435,2005,f,APJ,T3
140989,83504,2006,m,NA,T3
140990,86016,2005,m,APJ,T3
140991,84611,2005,m,EMEA,T3
140992,87227,2011,m,NA,T3
140993,63565,2001,m,NA,T3
140994,83481,2003,f,APJ,T3
140995,85479,2004,m,EMEA,T3
140996,89628,2000,f,EMEA,T3
140997,88489,2002,m,NA,T3
140998,90244,2012,f,APJ,T3
140999,77469,2001,m,NA,T3
141000,69088,2001,m,NA,T3
141001,79806,2004,f,NA,T3
141002,74500,2006,m,EMEA,T3
141003,68149,2008,f,APJ,T3
141004,81092,2006,m,NA,T3
141005,80119,2003,f,EMEA,T3
141006,63465,2000,m,NA,T3
141007,82250,2005,f,NA,T3
141008,79071,2003,f,APJ,T3
141009,84477,2001,m,EMEA,T3
141010,73390,2009,m,APJ,T3
141011,78800,2009,f,APJ,T3
141012,62153,2005,f,APJ,T3
141013,99945,2004,f,APJ,T3
141014,78355,2002,f,NA,T3
141015,62516,2008,m,NA,T3
141016,80116,2004,f,EMEA,T3
141017,85034,2006,f,APJ,T3
141018,90301,2005,m,APJ,T3
141019,74930,2004,m,NA,T3
141020,81590,2004,m,EMEA,T3
141021,83530,2003,f,EMEA,T3
141022,91206,2005,f,APJ,T3
141023,79585,2003,m,NA,T3
141024,66094,2001,f,APJ,T3
141025,78368,2007,f,EMEA,T3
141026,92682,2006,f,NA,T3
141027,85002,2008,m,NA,T3
141028,96645,2007,f,APJ,T3
141029,89507,2005,m,NA,T3
141030,98561,2008,f,NA,T3
141031,79121,2000,m,NA,T3
141032,84624,2005,m,EMEA,T3
141033,75654,2006,f,EMEA,T3
141034,76074,2004,m,APJ,T3
141035,95943,2007,f,NA,T3
141036,83872,2001,m,NA,T3
141037,75339,2007,m,NA,T3
141038,83916,2005,m,NA,T3
141039,89110,2006,m,NA,T3
141040,95298,2006,m,APJ,T3
141041,85268,2008,f,APJ,T3
141042,74427,2008,f,EMEA,T3
141043,87128,2005,m,APJ,T3
141044,86117,2001,m,APJ,T3
141045,81176,2004,m,APJ,T3
141046,75072,2003,m,EMEA,T3
141047,79908,2009,f,EMEA,T3
141048,70516,2001,f,APJ,T3
141049,86230,1998,f,APJ,T3
141050,87525,2004,m,NA,T3
141051,68188,2006,m,APJ,T3
141052,80121,2007,m,NA,T3
141053,93550,2005,m,APJ,T3
141054,85706,2007,m,NA,T3
141055,83500,2000,f,APJ,T3
141056,71953,2006,m,EMEA,T3
141057,82905,2007,m,APJ,T3
141058,97283,2007,m,APJ,T3
141059,62243,2001,m,NA,T3
141060,89308,2007,m,EMEA,T3
141061,81076,2010,m,EMEA,T3
141062,96761,2004,f,EMEA,T3
141063,85093,2005,f,NA,T3
141064,63313,2008,f,EMEA,T3
141065,77164,2006,m,NA,T3
141066,63488,2004,m,NA,T3
141067,71136,2003,m,APJ,T3
141068,98123,2011,f,EMEA,T3
141069,82331,2004,f,NA,T3
141070,77489,2004,m,NA,T3
141071,78992,2004,f,APJ,T3
141072,80555,2006,m,APJ,T3
141073,97927,2008,m,NA,T3
141074,77580,2006,f,APJ,T3
141075,81755,2002,f,APJ,T3
141076,81860,2005,m,APJ,T3
141077,71016,2010,f,NA,T3
141078,81551,2008,m,NA,T3
141079,75758,2000,m,NA,T3
141080,63743,2007,m,EMEA,T3
141081,77617,2005,f,NA,T3
141082,91464,2002,f,NA,T3
141083,82059,2006,f,EMEA,T3
141084,81110,2008,m,EMEA,T3
141085,74998,2001,f,APJ,T3
141086,67999,2005,m,NA,T3
141087,65081,2003,f,APJ,T3
141088,75496,2005,f,EMEA,T3
141089,83886,2003,m,APJ,T3
141090,68261,2003,f,EMEA,T3
141091,83691,2007,f,EMEA,T3
141092,84276,2000,m,APJ,T3
141093,87924,2007,m,APJ,T3
141094,75179,2003,f,NA,T3
141095,93429,2008,f,NA,T3
141096,97406,2002,m,NA,T3
141097,73171,2002,f,NA,T3
141098,78781,2009,f,APJ,T3
141099,66372,2007,m,NA,T3
141100,88780,2008,f,EMEA,T3
141101,76709,2009,f,EMEA,T3
141102,70153,2003,m,NA,T3
141103,80337,2009,f,NA,T3
141104,77039,2002,f,EMEA,T3
141105,83605,2004,f,APJ,T3
141106,84623,2004,m,NA,T3
141107,76000,2005,f,EMEA,T3
141108,80558,2010,f,NA,T3
141109,88874,2008,m,NA,T3
141110,74246,2005,f,NA,T3
141111,85236,2008,m,NA,T3
141112,62828,2008,f,APJ,T3
141113,73014,2007,m,APJ,T3
141114,75010,2002,m,EMEA,T3
141115,79837,2006,f,EMEA,T3
141116,96821,2006,m,APJ,T3
141117,80095,2002,m,EMEA,T3
141118,67983,2005,m,NA,T3
141119,80198,2001,m,NA,T3
141120,80046,2006,m,NA,T3
141121,81123,2002,m,APJ,T3
141122,95612,2003,f,APJ,T3
141123,78582,2002,f,EMEA,T3
141124,65637,2000,f,NA,T3
141125,77019,2001,m,NA,T3
141126,83829,2009,m,APJ,T3
141127,59722,2002,f,APJ,T3
141128,80913,2005,m,EMEA,T3
141129,95925,2004,m,APJ,T3
141130,62783,2006,f,NA,T3
141131,96202,2008,f,APJ,T3
141132,76096,2003,f,NA,T3
141133,85760,2007,m,NA,T3
141134,61377,2005,f,APJ,T3
141135,77058,2002,m,NA,T3
141136,91945,2004,f,APJ,T3
141137,68442,2004,m,NA,T3
141138,81593,2007,f,EMEA,T3
141139,70599,2000,m,NA,T3
141140,74287,2004,m,APJ,T3
141141,75930,2001,f,NA,T3
141142,76241,2008,m,EMEA,T3
141143,87549,2005,f,NA,T3
141144,79837,2005,m,APJ,T3
141145,85601,2008,f,APJ,T3
141146,86329,2007,f,EMEA,T3
141147,77714,2008,m,APJ,T3
141148,88607,2003,f,NA,T3
141149,71344,2006,m,EMEA,T3
141150,95422,2000,f,APJ,T3
141151,88175,2004,f,APJ,T3
141152,97231,2005,f,EMEA,T3
141153,83315,1999,f,EMEA,T3
141154,80415,2009,m,NA,T3
141155,84382,2008,f,APJ,T3
141156,65982,2003,f,APJ,T3
141157,92566,2001,f,APJ,T3
141158,92568,2009,f,EMEA,T3
141159,93255,2009,f,EMEA,T3
141160,94294,2001,m,EMEA,T3
141161,78149,2009,m,NA,T3
141162,92354,2005,f,NA,T3
141163,93440,2008,f,APJ,T3
141164,79038,2005,f,NA,T3
141165,92722,2011,f,EMEA,T3
141166,74833,2003,m,APJ,T3
141167,78035,2008,m,APJ,T3
141168,71032,2004,f,EMEA,T3
141169,76486,2003,f,EMEA,T3
141170,92271,2009,f,APJ,T3
141171,69196,2010,m,APJ,T3
141172,86095,2003,f,APJ,T3
141173,80006,2005,f,NA,T3
141174,82306,2008,f,EMEA,T3
141175,74101,2003,f,EMEA,T3
141176,74693,2012,f,EMEA,T3
141177,69822,2008,f,APJ,T3
141178,75800,1999,f,APJ,T3
141179,66276,2004,f,NA,T3
141180,62209,2009,m,APJ,T3
141181,80171,2002,m,NA,T3
141182,67635,2004,m,EMEA,T3
141183,71058,2006,f,EMEA,T3
141184,81462,2007,m,APJ,T3
141185,78866,2006,f,EMEA,T3
141186,65118,2003,f,APJ,T3
141187,90579,2007,m,NA,T3
141188,70622,2002,m,EMEA,T3
141189,83697,2005,m,EMEA,T3
141190,73876,2011,m,EMEA,T3
141191,71923,2006,m,EMEA,T3
141192,84643,2005,f,EMEA,T3
141193,74852,2006,m,NA,T3
141194,86911,2004,m,APJ,T3
141195,93061,2010,f,APJ,T3
141196,82953,2006,m,APJ,T3
141197,85122,2003,m,EMEA,T3
141198,65523,2006,f,NA,T3
141199,85933,2008,f,EMEA,T3
141200,85173,2002,f,EMEA,T3
141201,68824,2002,f,NA,T3
141202,80197,2000,f,EMEA,T3
141203,73095,2003,f,NA,T3
141204,71117,2005,m,NA,T3
141205,81459,2005,m,NA,T3
141206,87556,2004,f,APJ,T3
141207,84200,2005,f,APJ,T3
141208,86566,2006,m,EMEA,T3
141209,90577,2006,m,NA,T3
141210,77263,2008,m,EMEA,T3
141211,95925,2006,m,NA,T3
141212,85096,2003,f,NA,T3
141213,76486,2007,m,EMEA,T3
141214,71988,2007,f,NA,T3
141215,59395,2005,m,EMEA,T3
141216,74298,2002,m,NA,T3
141217,82526,2007,f,APJ,T3
141218,72155,2000,f,EMEA,T3
141219,67521,2007,f,APJ,T3
141220,88683,2011,f,EMEA,T3
141221,91611,2001,m,EMEA,T3
141222,77005,2006,f,NA,T3
141223,83465,1999,f,NA,T3
141224,81061,2008,m,APJ,T3
141225,67096,2005,f,APJ,T3
141226,67747,2000,f,APJ,T3
141227,69551,2011,m,NA,T3
141228,95808,2000,f,APJ,T3
141229,91113,2009,f,EMEA,T3
141230,101440,2001,m,NA,T3
141231,82052,2010,m,NA,T3
141232,78946,2012,f,NA,T3
141233,73715,2009,f,APJ,T3
141234,81319,2006,f,APJ,T3
141235,88209,2002,f,APJ,T3
141236,84850,2002,f,NA,T3
141237,79897,2003,m,APJ,T3
141238,91904,2001,m,NA,T3
141239,87925,2007,f,APJ,T3
141240,65428,2005,m,NA,T3
141241,73199,2005,f,APJ,T3
141242,72394,2005,f,APJ,T3
141243,87702,2005,f,APJ,T3
141244,72918,2010,f,EMEA,T3
141245,75712,2007,f,APJ,T3
141246,84729,2001,f,EMEA,T3
141247,83864,2008,f,NA,T3
141248,69496,2008,m,EMEA,T3
141249,82399,2007,m,NA,T3
141250,82314,2003,f,EMEA,T3
141251,76537,2012,m,EMEA,T3
141252,69816,2011,f,EMEA,T3
141253,67458,2001,f,EMEA,T3
141254,88542,2010,f,NA,T3
141255,65508,2005,m,NA,T3
141256,85214,2006,f,APJ,T3
141257,76147,2004,m,NA,T3
141258,77264,2005,f,EMEA,T3
141259,72678,2010,f,APJ,T3
141260,89353,2005,m,NA,T3
141261,90705,2006,f,APJ,T3
141262,61685,2008,m,EMEA,T3
141263,74180,2004,f,EMEA,T3
141264,76031,2006,f,APJ,T3
141265,75952,2001,m,APJ,T3
141266,98317,1999,f,EMEA,T3
141267,73711,2004,m,NA,T3
141268,88463,2006,f,EMEA,T3
141269,91937,2009,m,APJ,T3
141270,79046,2002,f,EMEA,T3
141271,77957,2005,f,EMEA,T3
141272,81829,2004,m,NA,T3
141273,77305,2005,m,NA,T3
141274,92205,2000,f,APJ,T3
141275,87026,2006,m,APJ,T3
141276,69528,2007,m,NA,T3
141277,86737,2001,f,NA,T3
141278,78389,2004,f,APJ,T3
141279,90815,2003,m,NA,T3
141280,87118,2005,m,APJ,T3
141281,73853,2005,f,APJ,T3
141282,79072,2008,m,APJ,T3
141283,76180,2003,f,EMEA,T3
141284,91747,2008,f,NA,T3
141285,90218,2003,f,EMEA,T3
141286,87410,2006,f,NA,T3
141287,69910,2009,f,NA,T3
141288,65838,2008,m,NA,T3
141289,82705,2004,f,EMEA,T3
141290,61880,2008,m,EMEA,T3
141291,74164,2006,f,NA,T3
141292,85160,2009,m,NA,T3
141293,74982,2007,m,NA,T3
141294,71220,2006,f,NA,T3
141295,89567,2001,f,APJ,T3
141296,77885,2009,m,APJ,T3
141297,95056,2002,m,NA,T3
141298,74266,2008,f,EMEA,T3
141299,69723,2007,f,NA,T3
141300,71921,2006,f,APJ,T3
141301,84375,2009,m,NA,T3
141302,81991,2003,m,NA,T3
141303,94469,2002,f,EMEA,T3
141304,78421,2003,f,NA,T3
141305,82779,2004,f,NA,T3
141306,61114,2012,m,EMEA,T3
141307,92885,2002,m,NA,T3
141308,70202,2000,m,NA,T3
141309,85335,2004,m,NA,T3
141310,96886,2003,f,NA,T3
141311,84448,2011,f,NA,T3
141312,88973,2007,f,APJ,T3
141313,81115,2001,m,NA,T3
141314,94468,2006,f,EMEA,T3
141315,74750,2003,f,EMEA,T3
141316,74573,2006,m,NA,T3
141317,90131,2001,m,NA,T3
141318,88272,2006,m,NA,T3
141319,79003,2005,f,EMEA,T3
141320,82523,2005,f,EMEA,T3
141321,75138,2002,m,APJ,T3
141322,89574,2004,m,NA,T3
141323,86223,2006,m,EMEA,T3
141324,71888,2003,m,APJ,T3
141325,89199,2002,f,APJ,T3
141326,80157,2007,m,APJ,T3
141327,84089,2010,f,NA,T3
141328,75184,2003,f,NA,T3
141329,96894,1998,m,APJ,T3
141330,93217,2003,m,APJ,T3
141331,90846,2005,f,NA,T3
