Product Name,Product Line,Product Category,City,Country,Region,Date,Manager,Quantity sold,Sales Revenue,Gross Margin,Discount,Customer Satisfaction,Number of Issues reported,Comments,Gross Margin Ratio,CountryLongitude,CountryLatitude,CityLongitude,CityLatitude
Casual dresses,Dresses,Tops,Buenos Aires,Argentina,South America,2019-09-03,Rose Sims,1050,2519,1039,363.52,0.81,15,Other / unknown,0.41,-65.1,-35.17,-58.37,-34.61
T-Shirts,Sweat-T-Shirts,Sweaters,Mexico City,Mexico,North America,2021-03-31,Nelly Wood,59900,215338,104145.62,20076.72,0.87,18,Item not as described,0.48,-102.52,23.94,-99.13,19.43
Sweats,Sweat-T-Shirts,Sweaters,Mexico City,Mexico,North America,2021-03-23,Nelly Wood,2450,8536,4078.08,1108.6,0.82,18,Price too high / competition,0.48,-102.52,23.94,-99.13,19.43
T-Shirts,Sweat-T-Shirts,Sweaters,Caracas,Venezuela,South America,2021-03-08,Nina Smith,19900,69477,32546.76,13286,0.95,11,Item defect / bad quality,0.47,-66.22,7.17,-66.85,10.5
Sweats,Sweat-T-Shirts,Sweaters,Caracas,Venezuela,South America,2021-01-28,Nina Smith,350,1070,480.26,38.1,0.86,24,Behaviour of personnel,0.45,-66.22,7.17,-66.85,10.5
Sweats,Sweat-T-Shirts,Sweaters,Bangkok,Thailand,Asia,2021-02-28,Rita San,850,2813,1372.34,123.06,0.86,21,Behaviour of personnel,0.49,101.02,15.13,100.5,13.75
T-Shirts,Sweat-T-Shirts,Sweaters,Bangkok,Thailand,Asia,2021-02-03,Rita San,39400,141415,68969.82,5303.1,0.89,24,Price too high / competition,0.49,101.02,15.13,100.5,13.75
Skirts,Dresses,Tops,Buenos Aires,Argentina,South America,2019-07-12,Rose Sims,100,197,62,87.71,0.87,12,Other / unknown,0.31,-65.1,-35.17,-58.37,-34.61
Outdoor,Jackets,Jackets & Coats,Buenos Aires,Argentina,South America,2019-09-18,Rose Sims,550,1597,786,91,0.83,20,Item not as described,0.49,-65.1,-35.17,-58.37,-34.61
Sweats,Sweat-T-Shirts,Sweaters,Cape Town,South Africa,Africa,2021-01-06,Sarah Am,450,1868,1006.54,224.19,0.83,15,Item not as described,0.54,25.16,-29.02,18.42,-33.92
Sweats,Sweat-T-Shirts,Sweaters,Pretoria,South Africa,Africa,2021-02-14,Sarah Am,550,1758,857.86,164.08,0.92,15,Item not as described,0.49,25.16,-29.02,28.19,-25.75
T-Shirts,Sweat-T-Shirts,Sweaters,Pretoria,South Africa,Africa,2021-01-16,Sarah Am,24600,88385,43106.58,8249.22,0.94,16,Other / unknown,0.49,25.16,-29.02,28.19,-25.75
T-Shirts,Sweat-T-Shirts,Sweaters,Johannesburg,South Africa,Africa,2021-01-02,Sarah Am,74850,269173,130182.32,28711.76,0.81,23,Other / unknown,0.48,25.16,-29.02,28.04,-26.2
Sweats,Sweat-T-Shirts,Sweaters,Johannesburg,South Africa,Africa,2021-01-30,Sarah Am,3050,10670,5097.6,853.56,0.95,22,Price too high / competition,0.48,25.16,-29.02,28.04,-26.2
Sweats,Sweat-T-Shirts,Sweaters,Durban,South Africa,Africa,2021-03-31,Sarah Am,250,786,365.8,62.88,0.92,23,Other / unknown,0.47,25.16,-29.02,31.04,-29.86
T-Shirts,Sweat-T-Shirts,Sweaters,Durban,South Africa,Africa,2021-01-31,Sarah Am,32400,109932,50976,7328.75,0.86,17,Other / unknown,0.46,25.16,-29.02,31.04,-29.86
T-Shirts,Sweat-T-Shirts,Sweaters,Cape Town,South Africa,Africa,2021-02-22,Sarah Am,26100,90939,41808.58,10912.68,0.81,25,Other / unknown,0.46,25.16,-29.02,18.42,-33.92
Sweats,Sweat-T-Shirts,Sweaters,Copenhagen,Denmark,Europe,2021-02-28,Susan Karman,450,1407,686.76,493.02,0.84,17,Item not as described,0.49,9.33,56.27,12.57,55.68
T-Shirts,Sweat-T-Shirts,Sweaters,Copenhagen,Denmark,Europe,2021-01-03,Susan Karman,19700,70708,34485.5,4851.06,0.95,11,Item not as described,0.49,9.33,56.27,12.57,55.68
Sweats,Sweat-T-Shirts,Sweaters,Singapore,Singapore,Asia,2021-03-04,Vicky Zin,200,588,342.2,29.44,0.83,18,Item defect / bad quality,0.58,103.82,1.36,103.85,1.29
T-Shirts,Sweat-T-Shirts,Sweaters,Singapore,Singapore,Asia,2021-01-29,Vicky Zin,39150,135355,63014.36,4229.85,0.95,13,Price too high / competition,0.47,103.82,1.36,103.85,1.29
Party pants,Trousers,Bottomwear,Nairobi,Kenya,Africa,2021-03-04,Anne Coke,150,455,202.96,36.42,0.89,23,Other / unknown,0.45,37.82,0.58,36.81,-1.28
Jeans,Trousers,Bottomwear,Nairobi,Kenya,Africa,2021-01-08,Anne Coke,250,618,101.48,57.68,0.88,12,Item defect / bad quality,0.16,37.82,0.58,36.81,-1.28
Party pants,Trousers,Bottomwear,Shanghai,China,Asia,2021-01-24,Coe Li,200,728,324.5,45.5,0.94,16,Item defect / bad quality,0.45,103.86,36.63,121.47,31.26
Jeans,Trousers,Bottomwear,Shanghai,China,Asia,2021-02-03,Coe Li,400,989,161.66,30.9,0.91,20,Item not as described,0.16,103.86,36.63,121.47,31.26
Fancy fabric,Jackets,Jackets & Coats,Buenos Aires,Argentina,South America,2019-09-29,Rose Sims,100,235,70,380.43,0.95,18,Behaviour of personnel,0.3,-65.1,-35.17,-58.37,-34.61
Pants,Leather,Other,Buenos Aires,Argentina,South America,2019-07-23,Rose Sims,150,685,448,69.51,0.86,11,Price too high / competition,0.65,-65.1,-35.17,-58.37,-34.61
Night wear,Outerwear,Jackets & Coats,Buenos Aires,Argentina,South America,2019-09-14,Rose Sims,100,296,165,101.52,0.91,15,Other / unknown,0.56,-65.1,-35.17,-58.37,-34.61
Day wear,Outerwear,Jackets & Coats,Buenos Aires,Argentina,South America,2019-09-01,Rose Sims,5700,13834,6491,56.14,0.94,13,Item not as described,0.47,-65.1,-35.17,-58.37,-34.61
Party pants,Trousers,Bottomwear,Rome,Italy,Europe,2021-02-06,Don Wilson,700,2997,1539.9,19.62,0.82,18,Other / unknown,0.51,12.16,43.53,12.5,41.9
Party pants,Trousers,Bottomwear,Milan,Italy,Europe,2021-02-18,Don Wilson,900,3585,1565.86,2798.3,0.82,16,Item not as described,0.44,12.16,43.53,9.18,45.47
Jeans,Trousers,Bottomwear,Rome,Italy,Europe,2021-03-31,Don Wilson,1450,4613,1205.96,276.84,0.9,13,Price too high / competition,0.26,12.16,43.53,12.5,41.9
Jeans,Trousers,Bottomwear,Milan,Italy,Europe,2021-01-11,Don Wilson,1250,3428,564.04,470.7,0.88,14,Price too high / competition,0.16,12.16,43.53,9.18,45.47
Party pants,Trousers,Bottomwear,Sydney,Australia,Oceania,2021-02-03,Ed Young,700,2737,1369.98,136.88,0.82,22,Behaviour of personnel,0.5,134.36,-25.59,151.21,-33.87
Party pants,Trousers,Bottomwear,Melbourne,Australia,Oceania,2021-01-02,Ed Young,1350,5296,2326.96,264.8,0.93,18,Customer service,0.44,134.36,-25.59,144.97,-37.82
Jeans,Trousers,Bottomwear,Melbourne,Australia,Oceania,2021-02-28,Ed Young,1150,3854,1146.96,168.63,0.91,17,Other / unknown,0.3,134.36,-25.59,144.97,-37.82
Jeans,Trousers,Bottomwear,Sydney,Australia,Oceania,2021-03-18,Ed Young,750,1903,236,71.4,0.83,15,Price too high / competition,0.12,134.36,-25.59,151.21,-33.87
"Hats,gloves,scarves",Outerwear,Jackets & Coats,Buenos Aires,Argentina,South America,2019-09-19,Rose Sims,150,185,51,794.79,0.85,18,Item defect / bad quality,0.28,-65.1,-35.17,-58.37,-34.61
Dry wear,Overcoats,Jackets & Coats,Buenos Aires,Argentina,South America,2019-09-23,Rose Sims,100,274,170,50.05,0.81,11,Price too high / competition,0.62,-65.1,-35.17,-58.37,-34.61
Wet wear,Overcoats,Jackets & Coats,Buenos Aires,Argentina,South America,2019-09-02,Rose Sims,450,1872,985,189.42,0.92,13,Other / unknown,0.53,-65.1,-35.17,-58.37,-34.61
Short sleeve,Shirts,Tops,Buenos Aires,Argentina,South America,2019-08-10,Rose Sims,1850,6600,3409,1315.2,0.9,19,Behaviour of personnel,0.52,-65.1,-35.17,-58.37,-34.61
Long sleeve,Shirts,Tops,Buenos Aires,Argentina,South America,2019-08-15,Rose Sims,2600,7972,3577,674.8,0.88,21,Item not as described,0.45,-65.1,-35.17,-58.37,-34.61
2 Pocket shirts,Shirts,Tops,Buenos Aires,Argentina,South America,2019-07-30,Rose Sims,900,3008,1162,863.4,0.92,23,Behaviour of personnel,0.39,-65.1,-35.17,-58.37,-34.61
Soft fabric,Sweaters,Sweaters,Buenos Aires,Argentina,South America,2019-08-20,Rose Sims,150,311,40,2083.4,0.86,15,Item defect / bad quality,0.13,-65.1,-35.17,-58.37,-34.61
Cardigan,Sweaters,Sweaters,Buenos Aires,Argentina,South America,2019-07-30,Rose Sims,1450,2093,505,72.45,0.83,12,Other / unknown,0.24,-65.1,-35.17,-58.37,-34.61
Party pants,Trousers,Bottomwear,Cairo,Egypt,Africa,2021-01-05,Gabriel Walton,350,1550,796.5,206.7,0.89,23,Price too high / competition,0.51,29.88,26.5,31.25,30.05
Sweats,Sweat-T-Shirts,Sweaters,Buenos Aires,Argentina,South America,2019-09-26,Rose Sims,100,263,150,26.5,0.9,17,Price too high / competition,0.57,-65.1,-35.17,-58.37,-34.61
T-Shirts,Sweat-T-Shirts,Sweaters,Buenos Aires,Argentina,South America,2019-08-29,Rose Sims,8450,27606,13508,11181.44,0.94,21,Customer service,0.49,-65.1,-35.17,-58.37,-34.61
Jeans,Trousers,Bottomwear,Cairo,Egypt,Africa,2021-03-25,Gabriel Walton,750,2386,624.22,286.29,0.92,12,Customer service,0.26,29.88,26.5,31.25,30.05
Party pants,Trousers,Bottomwear,Rio de Janeiro,Brasil,South America,2021-02-11,Gary Dumin,700,2648,1163.48,804.06,0.88,18,Price too high / competition,0.44,-53.07,-10.77,-43.19,-22.98
Party pants,Trousers,Bottomwear,Sao Paulo,Brasil,South America,2021-03-28,Gary Dumin,400,1484,647.82,143.04,0.87,21,Behaviour of personnel,0.44,-53.07,-10.77,-46.65,-23.56
Jeans,Trousers,Bottomwear,Rio de Janeiro,Brasil,South America,2021-01-08,Gary Dumin,600,1927,573.48,392.32,0.86,12,Customer service,0.3,-53.07,-10.77,-43.19,-22.98
Jeans,Trousers,Bottomwear,Sao Paulo,Brasil,South America,2021-01-07,Gary Dumin,550,1419,233.64,133.98,0.91,21,Item not as described,0.16,-53.07,-10.77,-46.65,-23.56
Jeans,Trousers,Bottomwear,Buenos Aires,Argentina,South America,2019-08-19,Rose Sims,300,1029,506,270.56,0.91,14,Item defect / bad quality,0.49,-65.1,-35.17,-58.37,-34.61
Party pants,Trousers,Bottomwear,Buenos Aires,Argentina,South America,2019-07-17,Rose Sims,150,191,32,624.7,0.94,25,Item defect / bad quality,0.17,-65.1,-35.17,-58.37,-34.61
Party pants,Trousers,Bottomwear,Austin,USA,North America,2021-02-06,James Frank,450,2067,1062,454.74,0.85,20,Other / unknown,0.51,-98.99,39.5,-97.74,30.27
Party pants,Trousers,Bottomwear,Miami,USA,North America,2021-02-27,James Frank,200,913,464.92,219.12,0.91,11,Item not as described,0.51,-98.99,39.5,-80.24,25.73
Party pants,Trousers,Bottomwear,Dallas,USA,North America,2021-03-02,James Frank,550,2281,1141.06,547.44,0.87,22,Price too high / competition,0.5,-98.99,39.5,-96.8,32.78
Party pants,Trousers,Bottomwear,Houston,USA,North America,2021-03-13,James Frank,1200,4351,1688.58,913.71,0.82,23,Price too high / competition,0.39,-98.99,39.5,-95.37,29.76
Jeans,Trousers,Bottomwear,Houston,USA,North America,2021-03-31,James Frank,1700,5526,1615.42,1049.94,0.83,17,Item defect / bad quality,0.29,-98.99,39.5,-95.37,29.76
Jeans,Trousers,Bottomwear,Miami,USA,North America,2021-01-03,James Frank,250,825,237.18,181.5,0.87,20,Behaviour of personnel,0.29,-98.99,39.5,-80.24,25.73
Jeans,Trousers,Bottomwear,Austin,USA,North America,2021-01-31,James Frank,1000,3181,831.9,636.2,0.81,25,Price too high / competition,0.26,-98.99,39.5,-97.74,30.27
Jeans,Trousers,Bottomwear,Dallas,USA,North America,2021-02-21,James Frank,600,1586,197.06,333.06,0.88,13,Customer service,0.12,-98.99,39.5,-96.8,32.78
Hair accessories,Accessories,Other,Buenos Aires,Argentina,South America,2019-04-23,Rose Sims,50,69,68,223.3,0.95,15,Item defect / bad quality,0.99,-65.1,-35.17,-58.37,-34.61
"Hats,gloves,scarves",Accessories,Other,Buenos Aires,Argentina,South America,2019-06-09,Rose Sims,2750,8901,5348,982,0.81,16,Customer service,0.6,-65.1,-35.17,-58.37,-34.61
Lounge wear,Accessories,Other,Buenos Aires,Argentina,South America,2019-06-14,Rose Sims,1100,3761,2112,129.68,0.9,23,Behaviour of personnel,0.56,-65.1,-35.17,-58.37,-34.61
"Belts,bags,wallets",Accessories,Other,Buenos Aires,Argentina,South America,2019-04-11,Rose Sims,2400,7968,3891,281.05,0.85,25,Item not as described,0.49,-65.1,-35.17,-58.37,-34.61
Party pants,Trousers,Bottomwear,London,United Kingdom,Europe,2021-03-06,John Minker,2650,10589,4908.8,356.58,0.88,11,Behaviour of personnel,0.46,-2.52,53.93,-0.13,51.51
Party pants,Trousers,Bottomwear,Liverpool,United Kingdom,Europe,2021-03-16,John Minker,2550,7116,2698.66,444.8,0.87,21,Item defect / bad quality,0.38,-2.52,53.93,-2.98,53.41
Jeans,Trousers,Bottomwear,London,United Kingdom,Europe,2021-03-04,John Minker,2150,7021,2177.1,1416.2,0.9,24,Item defect / bad quality,0.31,-2.52,53.93,-0.13,51.51
Jeans,Trousers,Bottomwear,Liverpool,United Kingdom,Europe,2021-01-31,John Minker,550,1671,418.9,52.2,0.81,21,Other / unknown,0.25,-2.52,53.93,-2.98,53.41
Party pants,Trousers,Bottomwear,Lisbon,Portugal,Europe,2021-01-21,Julie Jones,800,3307,1654.36,112.62,0.84,22,Price too high / competition,0.5,-7.97,39.68,-9.15,38.73
Jeans,Trousers,Bottomwear,Lisbon,Portugal,Europe,2021-02-28,Julie Jones,900,2299,285.56,178.02,0.85,15,Customer service,0.12,-7.97,39.68,-9.15,38.73
Party pants,Trousers,Bottomwear,Mumbai,India,Asia,2021-03-09,Kiran Raj,2200,8763,4061.56,492.93,0.93,18,Item not as described,0.46,79.41,23.36,72.83,18.93
Party pants,Trousers,Bottomwear,Delhi,India,Asia,2021-02-12,Kiran Raj,1450,5221,2026.06,163.15,0.83,21,Behaviour of personnel,0.39,79.41,23.36,77.22,28.64
Jeans,Trousers,Bottomwear,Mumbai,India,Asia,2021-01-09,Kiran Raj,1750,5811,1801.86,326.88,0.93,13,Price too high / competition,0.31,79.41,23.36,72.83,18.93
Jeans,Trousers,Bottomwear,Delhi,India,Asia,2021-01-01,Kiran Raj,2050,6632,1937.56,373.05,0.87,13,Behaviour of personnel,0.29,79.41,23.36,77.22,28.64
Party pants,Trousers,Bottomwear,Lima,Peru,South America,2021-01-21,Larry Hill,1300,3558,1349.92,700,0.86,11,Behaviour of personnel,0.38,-74.37,-9.15,-77.03,-12.06
Jeans,Trousers,Bottomwear,Lima,Peru,South America,2021-03-12,Larry Hill,300,836,210.04,336.33,0.81,17,Customer service,0.25,-74.37,-9.15,-77.03,-12.06
Party pants,Trousers,Bottomwear,New York,USA,North America,2021-03-04,Lia Armand,1800,7303,3385.42,1752.72,0.86,13,Behaviour of personnel,0.46,-98.99,39.5,-74.01,40.71
Party pants,Trousers,Bottomwear,Los Angeles,USA,North America,2021-02-06,Lia Armand,1100,4414,1939.92,882.8,0.86,23,Other / unknown,0.44,-98.99,39.5,-118.25,34.05
Party pants,Trousers,Bottomwear,San Francisco,USA,North America,2021-02-11,Lia Armand,600,2472,1079.7,370.8,0.89,19,Item not as described,0.44,-98.99,39.5,-122.42,37.78
Party pants,Trousers,Bottomwear,Chicago,USA,North America,2021-03-31,Lia Armand,350,1344,513.3,336,0.92,12,Item not as described,0.38,-98.99,39.5,-87.63,41.88
Party pants,Trousers,Bottomwear,Washington,USA,North America,2021-03-09,Lia Armand,2100,5930,2249.08,1008.1,0.91,15,Item not as described,0.38,-98.99,39.5,-77.03,38.89
Jeans,Trousers,Bottomwear,Chicago,USA,North America,2021-03-27,Lia Armand,550,1949,704.46,292.35,0.84,12,Price too high / competition,0.36,-98.99,39.5,-87.63,41.88
Jeans,Trousers,Bottomwear,New York,USA,North America,2021-01-03,Lia Armand,1450,4842,1502.14,968.4,0.83,13,Customer service,0.31,-98.99,39.5,-74.01,40.71
Jeans,Trousers,Bottomwear,Los Angeles,USA,North America,2021-02-27,Lia Armand,950,3211,955.8,513.76,0.93,11,Price too high / competition,0.3,-98.99,39.5,-118.25,34.05
Jeans,Trousers,Bottomwear,Washington,USA,North America,2021-01-19,Lia Armand,450,1392,349.28,334.08,0.87,14,Price too high / competition,0.25,-98.99,39.5,-77.03,38.89
Jeans,Trousers,Bottomwear,San Francisco,USA,North America,2021-01-03,Lia Armand,850,2364,389.4,401.88,0.86,17,Item defect / bad quality,0.16,-98.99,39.5,-122.42,37.78
Party pants,Trousers,Bottomwear,Brussels,Belgium,Europe,2021-02-08,Lois Wood,300,1053,411.82,2457.28,0.92,13,Item not as described,0.39,4.66,50.64,4.35,50.85
Jeans,Trousers,Bottomwear,Brussels,Belgium,Europe,2021-02-07,Lois Wood,200,591,162.84,179.92,0.94,14,Behaviour of personnel,0.28,4.66,50.64,4.35,50.85
Party pants,Trousers,Bottomwear,Zurich,Switzerland,Europe,2021-03-26,Maria Price,350,1369,685.58,182.8,0.81,22,Customer service,0.5,8.24,46.8,8.54,47.38
Jeans,Trousers,Bottomwear,Zurich,Switzerland,Europe,2021-01-03,Maria Price,400,952,118,84.54,0.91,22,Other / unknown,0.12,8.24,46.8,8.54,47.38
Party pants,Trousers,Bottomwear,Seoul,South Korea,Asia,2021-02-28,Marie Mann,550,2480,1274.4,155,0.85,18,Item not as described,0.51,127.86,36.44,127.02,37.52
Jeans,Trousers,Bottomwear,Seoul,South Korea,Asia,2021-03-24,Marie Mann,1200,3818,998.28,143.16,0.94,22,Other / unknown,0.26,127.86,36.44,127.02,37.52
Party pants,Trousers,Bottomwear,Tunis,Tunisia,Africa,2021-01-16,Marry Williams,450,1711,856.68,205.29,0.85,25,Customer service,0.5,9.6,34.18,10.16,36.81
Party pants,Trousers,Bottomwear,Dakar,Senegal,Africa,2021-01-05,Marry Williams,400,1316,514.48,122.85,0.82,23,Item not as described,0.39,-14.5,14.36,-17.45,14.7
Jeans,Trousers,Bottomwear,Dakar,Senegal,Africa,2021-01-13,Marry Williams,250,738,202.96,59.04,0.81,20,Behaviour of personnel,0.28,-14.5,14.36,-17.45,14.7
Jeans,Trousers,Bottomwear,Tunis,Tunisia,Africa,2021-03-05,Marry Williams,450,1190,147.5,142.74,0.92,14,Other / unknown,0.12,9.6,34.18,10.16,36.81
Party pants,Trousers,Bottomwear,Frankfurt,Germany,Europe,2021-03-18,Mary Smith,250,880,391.76,219.95,0.87,22,Customer service,0.45,10.38,51.09,8.68,50.11
Party pants,Trousers,Bottomwear,Berlin,Germany,Europe,2021-01-31,Mary Smith,3050,8599,3260.34,654.36,0.87,14,Item not as described,0.38,10.38,51.09,13.38,52.52
Jeans,Trousers,Bottomwear,Berlin,Germany,Europe,2021-03-31,Mary Smith,700,2019,506.22,111.2,0.91,13,Behaviour of personnel,0.25,10.38,51.09,13.38,52.52
Jeans,Trousers,Bottomwear,Frankfurt,Germany,Europe,2021-02-12,Mary Smith,450,1195,195.88,65.28,0.9,11,Behaviour of personnel,0.16,10.38,51.09,8.68,50.11
Party pants,Trousers,Bottomwear,Tokyo,Japan,Asia,2021-03-10,Mayumi Mai,750,2967,1295.64,166.86,0.95,16,Item defect / bad quality,0.44,137.99,36.65,139.81,35.68
Party pants,Trousers,Bottomwear,Osaka,Japan,Asia,2021-03-22,Mayumi Mai,450,1612,615.96,90.72,0.93,12,Customer service,0.38,137.99,36.65,137.24,35.92
Jeans,Trousers,Bottomwear,Osaka,Japan,Asia,2021-03-06,Mayumi Mai,700,2339,844.88,146.2,0.93,11,Other / unknown,0.36,137.99,36.65,137.24,35.92
Jeans,Trousers,Bottomwear,Tokyo,Japan,Asia,2021-01-09,Mayumi Mai,1050,2837,467.28,159.57,0.93,19,Behaviour of personnel,0.16,137.99,36.65,139.81,35.68
Jewelry,Accessories,Other,Buenos Aires,Argentina,South America,2019-06-05,Rose Sims,22400,73491,35214,82.38,0.84,12,Customer service,0.48,-65.1,-35.17,-58.37,-34.61
Casual dresses,Dresses,Tops,Buenos Aires,Argentina,South America,2019-05-19,Rose Sims,600,1790,960,7.56,0.87,22,Item defect / bad quality,0.54,-65.1,-35.17,-58.37,-34.61
Evening wear,Dresses,Tops,Buenos Aires,Argentina,South America,2019-05-03,Rose Sims,250,866,445,1006.72,0.89,11,Price too high / competition,0.51,-65.1,-35.17,-58.37,-34.61
Skirts,Dresses,Tops,Buenos Aires,Argentina,South America,2019-04-12,Rose Sims,750,1992,907,198.3,0.83,16,Customer service,0.46,-65.1,-35.17,-58.37,-34.61
Party pants,Trousers,Bottomwear,Mexico City,Mexico,North America,2021-03-15,Nelly Wood,1100,4382,2030.78,776.8,0.87,22,Item defect / bad quality,0.46,-102.52,23.94,-99.13,19.43
Jeans,Trousers,Bottomwear,Mexico City,Mexico,North America,2021-01-08,Nelly Wood,900,2906,901.52,635.28,0.91,12,Other / unknown,0.31,-102.52,23.94,-99.13,19.43
Party pants,Trousers,Bottomwear,Caracas,Venezuela,South America,2021-02-27,Nina Smith,100,364,162.84,86,0.87,17,Other / unknown,0.45,-66.22,7.17,-66.85,10.5
Jeans,Trousers,Bottomwear,Caracas,Venezuela,South America,2021-01-18,Nina Smith,200,495,81.42,13.25,0.85,23,Item defect / bad quality,0.16,-66.22,7.17,-66.85,10.5
Party pants,Trousers,Bottomwear,Bangkok,Thailand,Asia,2021-03-10,Rita San,250,1096,556.96,41.1,0.86,12,Item defect / bad quality,0.51,101.02,15.13,100.5,13.75
Jeans,Trousers,Bottomwear,Bangkok,Thailand,Asia,2021-03-27,Rita San,300,990,285.56,43.33,0.93,24,Item not as described,0.29,101.02,15.13,100.5,13.75
Boatwear,Jackets,Jackets & Coats,Buenos Aires,Argentina,South America,2019-04-09,Rose Sims,150,547,331,784.42,0.9,12,Customer service,0.61,-65.1,-35.17,-58.37,-34.61
Outdoor,Jackets,Jackets & Coats,Buenos Aires,Argentina,South America,2019-04-21,Rose Sims,850,2620,1310,186.83,0.9,15,Item defect / bad quality,0.5,-65.1,-35.17,-58.37,-34.61
Party pants,Trousers,Bottomwear,Pretoria,South Africa,Africa,2021-01-31,Sarah Am,150,685,348.1,54.78,0.93,20,Behaviour of personnel,0.51,25.16,-29.02,28.19,-25.75
Party pants,Trousers,Bottomwear,Johannesburg,South Africa,Africa,2021-03-03,Sarah Am,1350,5477,2539.36,584.24,0.89,11,Item defect / bad quality,0.46,25.16,-29.02,28.04,-26.2
Party pants,Trousers,Bottomwear,Cape Town,South Africa,Africa,2021-03-01,Sarah Am,300,1008,384.68,120.96,0.88,11,Behaviour of personnel,0.38,25.16,-29.02,18.42,-33.92
Party pants,Trousers,Bottomwear,Durban,South Africa,Africa,2021-01-27,Sarah Am,1600,4448,1687.4,474.4,0.93,12,Behaviour of personnel,0.38,25.16,-29.02,31.04,-29.86
Jeans,Trousers,Bottomwear,Cape Town,South Africa,Africa,2021-03-09,Sarah Am,450,1462,528.64,97.45,0.9,18,Customer service,0.36,25.16,-29.02,18.42,-33.92
Jeans,Trousers,Bottomwear,Johannesburg,South Africa,Africa,2021-01-04,Sarah Am,1100,3632,1126.9,435.78,0.89,17,Other / unknown,0.31,25.16,-29.02,28.04,-26.2
Jeans,Trousers,Bottomwear,Pretoria,South Africa,Africa,2021-02-25,Sarah Am,200,619,178.18,49.5,0.86,17,Item defect / bad quality,0.29,25.16,-29.02,28.19,-25.75
Jeans,Trousers,Bottomwear,Durban,South Africa,Africa,2021-03-08,Sarah Am,350,1044,261.96,83.52,0.95,22,Customer service,0.25,25.16,-29.02,31.04,-29.86
Party pants,Trousers,Bottomwear,Copenhagen,Denmark,Europe,2021-01-19,Susan Karman,150,548,278.48,149.5,0.95,24,Behaviour of personnel,0.51,9.33,56.27,12.57,55.68
Jeans,Trousers,Bottomwear,Copenhagen,Denmark,Europe,2021-01-31,Susan Karman,150,495,142.78,11.06,0.86,14,Item defect / bad quality,0.29,9.33,56.27,12.57,55.68
Party pants,Trousers,Bottomwear,Singapore,Singapore,Asia,2021-03-07,Vicky Zin,600,2106,822.46,78.96,0.93,11,Price too high / competition,0.39,103.82,1.36,103.85,1.29
Jeans,Trousers,Bottomwear,Singapore,Singapore,Asia,2021-02-27,Vicky Zin,400,1181,324.5,44.28,0.91,17,Item defect / bad quality,0.27,103.82,1.36,103.85,1.29
"Belts,bags,wallets",Accessories,Other,Nairobi,Kenya,Africa,2020-11-01,Anne Coke,500,1426,506,152.08,0.93,14,Behaviour of personnel,0.35,37.82,0.58,36.81,-1.28
Hair accessories,Accessories,Other,Nairobi,Kenya,Africa,2020-10-16,Anne Coke,750,3511,1099,327.67,0.84,25,Price too high / competition,0.31,37.82,0.58,36.81,-1.28
"Belts,bags,wallets",Accessories,Other,Shanghai,China,Asia,2020-10-23,Coe Li,800,2281,809,114.08,0.83,21,Item defect / bad quality,0.35,103.86,36.63,121.47,31.26
Hair accessories,Accessories,Other,Shanghai,China,Asia,2020-10-13,Coe Li,1150,5618,1758,315.99,0.9,21,Customer service,0.31,103.86,36.63,121.47,31.26
Fancy fabric,Jackets,Jackets & Coats,Buenos Aires,Argentina,South America,2019-04-02,Rose Sims,150,547,270,324.95,0.85,15,Customer service,0.49,-65.1,-35.17,-58.37,-34.61
Day wear,Outerwear,Jackets & Coats,Buenos Aires,Argentina,South America,2019-05-24,Rose Sims,5750,15609,8458,472.1,0.92,15,Item defect / bad quality,0.54,-65.1,-35.17,-58.37,-34.61
"Hats,gloves,scarves",Outerwear,Jackets & Coats,Buenos Aires,Argentina,South America,2019-06-18,Rose Sims,1100,1905,694,911.28,0.93,17,Behaviour of personnel,0.36,-65.1,-35.17,-58.37,-34.61
Long sleeve,Shirts,Tops,Buenos Aires,Argentina,South America,2019-06-27,Rose Sims,900,2849,1219,1036.3,0.83,21,Item defect / bad quality,0.43,-65.1,-35.17,-58.37,-34.61
2 Pocket shirts,Shirts,Tops,Buenos Aires,Argentina,South America,2019-04-02,Rose Sims,2550,8719,3289,3270.87,0.85,14,Item not as described,0.38,-65.1,-35.17,-58.37,-34.61
Short sleeve,Shirts,Tops,Buenos Aires,Argentina,South America,2019-04-14,Rose Sims,1300,3717,1311,4110.26,0.84,20,Customer service,0.35,-65.1,-35.17,-58.37,-34.61
Soft fabric,Sweaters,Sweaters,Buenos Aires,Argentina,South America,2019-06-04,Rose Sims,800,2972,1563,380.94,0.88,24,Behaviour of personnel,0.53,-65.1,-35.17,-58.37,-34.61
Cardigan,Sweaters,Sweaters,Buenos Aires,Argentina,South America,2019-05-22,Rose Sims,1300,4226,1864,150.6,0.83,14,Item defect / bad quality,0.44,-65.1,-35.17,-58.37,-34.61
T-Shirts,Sweat-T-Shirts,Sweaters,Buenos Aires,Argentina,South America,2019-04-12,Rose Sims,18000,60242,30463,12538.4,0.81,13,Behaviour of personnel,0.51,-65.1,-35.17,-58.37,-34.61
Jeans,Trousers,Bottomwear,Buenos Aires,Argentina,South America,2019-05-22,Rose Sims,100,329,199,1168.56,0.9,18,Other / unknown,0.6,-65.1,-35.17,-58.37,-34.61
